Date,ATR_14,Volume,MACD_Histogram,Bollinger_Upper,OBV,EMA_20,SMA_20,High,Close,Open,rolling_logvol_30
2010-03-08,0.15532142857142864,112104440.0,0.08510996701652437,6.496996581179131,-1192340020.0,6.154975131400703,6.041225,6.5425,6.5055,6.415,0.019023521730241983
2010-03-09,0.15839285714285717,121392580.0,0.07817155777681577,6.549941046363985,-1313732600.0,6.182215595076826,6.071199999999999,6.5405,6.441,6.4795,0.019039603530508417
2010-03-10,0.15482142857142853,112481020.0,0.07508370122416441,6.614729725243833,-1201251580.0,6.214909347926652,6.1024,6.5585,6.5255,6.434,0.01888791679599359
2010-03-11,0.15899999999999995,144672500.0,0.07880345490154719,6.703293212495231,-1056579080.0,6.2591084576479235,6.142950000000001,6.681,6.679,6.518,0.018567133761801847
2010-03-12,0.1598214285714285,122955360.0,0.07100351632543316,6.762691041983599,-1179534440.0,6.290717175967169,6.172275,6.71,6.591,6.702,0.018571002843027234
2010-03-15,0.16207142857142845,126579200.0,0.05964455712530488,6.808129233054485,-1306113640.0,6.316029825875058,6.200950000000001,6.6,6.5565,6.586,0.01539119837118876
2010-03-16,0.1589999999999998,82658260.0,0.0508220784559415,6.847285775001739,-1223455380.0,6.342074604363147,6.2366,6.6145,6.5895,6.57,0.015336598067240931
2010-03-17,0.1504285714285713,87174380.0,0.04039419141484121,6.86801223403498,-1310629760.0,6.363496070614276,6.274175,6.6345,6.567,6.6225,0.015369778356445997
2010-03-18,0.1503571428571427,100465400.0,0.03538159761203717,6.899084403725901,-1210164360.0,6.389639301984345,6.310875,6.6425,6.638,6.5485,0.014854108982501982
2010-03-19,0.13935714285714276,178098500.0,0.021724248710394425,6.900473745069024,-1388262860.0,6.401816511319169,6.34295,6.6855,6.5175,6.682,0.01477477980442648
2010-03-22,0.1376071428571428,107440480.0,0.011387896102417777,6.896016569255239,-1280822380.0,6.413405415003059,6.3741,6.548,6.5235,6.51,0.014885465621266943
2010-03-23,0.13889285714285698,84270140.0,-0.0005949016459818324,6.867883600930081,-1365092520.0,6.418128708812291,6.40415,6.547,6.463,6.534,0.015007009987299971
2010-03-24,0.13503571428571412,94062760.0,-0.013012054183571195,6.844971164880258,-1459155280.0,6.416592641306358,6.42495,6.47,6.402,6.4325,0.01729899907486538
2010-03-25,0.15821428571428559,324190240.0,0.00021901890965665693,6.832110521713473,-1134965040.0,6.447060008800991,6.466275,6.8455,6.7365,6.4615,0.016948824570736196
2010-03-26,0.15853571428571417,131323020.0,0.008537791942304696,6.792555744169206,-1003642020.0,6.476197150819944,6.507925,6.8495,6.753,6.743,0.016903206746165213
2010-03-29,0.15660714285714278,92523100.0,0.012460548819162337,6.807157904812407,-911118920.0,6.502845041218045,6.534375,6.8315,6.756,6.775,0.016419840963011627
2010-03-30,0.15796428571428564,123829380.0,0.01786116689299165,6.836721485757562,-787289540.0,6.5339074182448975,6.562,6.9095,6.829,6.78,0.01629430426804405
2010-03-31,0.15460714285714275,91948380.0,0.01662095635502811,6.848690638643525,-879237920.0,6.558154330793002,6.5867,6.84,6.7885,6.783,0.01736242990274517
2010-04-01,0.16285714285714276,175445280.0,0.001194252410284563,6.8458104684103365,-1054683200.0,6.5612348707174775,6.5949,6.8255,6.5905,6.816,0.017328726818597755
2010-04-05,0.1613928571428571,116304180.0,-0.010703484579578093,6.842533507335237,-1170987380.0,6.562498216363432,6.601350000000001,6.687,6.5745,6.64,0.018003819242228183
2010-04-06,0.17221428571428568,158459620.0,-0.005733261802058437,6.8640195901736,-1012527760.0,6.5830221957573904,6.614974999999999,6.8,6.778,6.559,0.017974853536591538
2010-04-07,0.17489285714285716,118760420.0,-0.005626612645166756,6.871275323866487,-1131288180.0,6.598305796161449,6.6301000000000005,6.804,6.7435,6.797,0.019160988916915932
2010-04-08,0.18964285714285717,253674200.0,0.013073064286912642,6.9558160326463465,-877613980.0,6.641133815574644,6.656224999999999,7.0625,7.048,6.75,0.018986553042658887
2010-04-09,0.18324999999999994,120160920.0,0.02011215319495077,7.009851994053215,-997774900.0,6.675597261710393,6.672425,7.0665,7.003,7.034,0.018976473139301796
2010-04-12,0.18649999999999997,108867440.0,0.025937172804547715,7.072398414383416,-888907460.0,6.712207046309403,6.695874999999999,7.1455,7.06,6.996,0.017130372857790264
2010-04-13,0.18646428571428572,95595860.0,0.023680638725491088,7.113474569522346,-984503320.0,6.740377803803745,6.71845,7.099,7.008,7.0615,0.01772010783072647
2010-04-14,0.19753571428571431,157633520.0,0.03288801890447052,7.197042184054017,-826869800.0,6.78548467963196,6.749675000000001,7.225,7.214,7.0155,0.017749818657571713
2010-04-15,0.17689285714285713,156535640.0,0.04049065528388013,7.285160054642608,-670334160.0,6.833628995857488,6.785875,7.3545,7.291,7.215,0.018316519820747907
2010-04-16,0.18578571428571428,167927640.0,0.030035956422510002,7.3234669217135036,-838261800.0,6.8598071867282036,6.809399999999999,7.3585,7.1085,7.2475,0.018318539515135738
2010-04-19,0.19378571428571428,120333840.0,0.021219217506837473,7.352428646872061,-717927960.0,6.884730311801708,6.8396,7.1835,7.1215,7.1185,0.018361646502359733
2010-04-20,0.19189285714285712,86132440.0,0.018661178904829018,7.38956066033637,-631795520.0,6.915708377344402,6.873925,7.232,7.21,7.1855,0.018306513926970743
2010-04-21,0.20317857142857143,146367060.0,0.02158534268504192,7.431384751524436,-485428460.0,6.954355198549697,6.916849999999999,7.45,7.3215,7.25,0.018619834601965028
2010-04-22,0.20275000000000004,297095860.0,0.032306120813928474,7.490480999051727,-188332600.0,7.006749941544964,6.9719750000000005,7.5545,7.5045,7.3585,0.020278326129186036
2010-04-23,0.21957142857142856,379258900.0,0.014986294790351878,7.508358146281449,-567591500.0,7.023392804254968,6.994225,7.4545,7.1815,7.26,0.0204233367897883
2010-04-26,0.2195357142857143,0.0,0.012682317340734717,7.549458720572274,-567591500.0,7.05502206099259,7.02435,7.386,7.3555,7.16,0.021574216684524538
2010-04-27,0.23303571428571423,172604440.0,-0.00746401333546004,7.552053523839339,-740195940.0,7.059400912326629,7.0416,7.322,7.101,7.267,0.02192574025807083
2010-04-28,0.2241785714285714,184587080.0,-0.029998532087827517,7.5505223238553105,-924783020.0,7.050648444485997,7.048525000000001,7.1375,6.9675,7.128,0.022071199387341943
2010-04-29,0.2271785714285714,126154240.0,-0.03666629131325472,7.550390931478837,-798628780.0,7.054062878344474,7.0634250000000005,7.1225,7.0865,7.0025,0.022949119816912958
2010-04-30,0.2328571428571428,122043400.0,-0.055324059374223106,7.5221373263009115,-920672180.0,7.035104508978334,7.076649999999999,7.07,6.855,7.07,0.0226558578436963
2010-05-03,0.23453571428571424,113068040.0,-0.06437453331552703,7.482839831425261,-807604140.0,7.019808841456587,7.09165,6.972,6.8745,6.871,0.02509614648908431
2010-05-04,0.24814285714285716,253026540.0,-0.09246878773119341,7.532607361779332,-1060630680.0,6.969493713698817,7.077325,6.7905,6.4915,6.779,0.025082182674529715
2010-05-05,0.25160714285714286,189119500.0,-0.10286367574494125,7.5601551540660274,-871511180.0,6.9292085981084535,7.067475,6.5805,6.5465,6.4,0.025224140104319455
2010-05-06,0.2730714285714285,203756760.0,-0.1119793116547834,7.604993893930512,-1075267940.0,6.882188731621934,7.036850000000001,6.6165,6.4355,6.4975,0.023878454307901937
2010-05-07,0.2833571428571428,238720820.0,-0.12437829054774865,7.667907929613587,-1313988760.0,6.821885042896035,6.99915,6.559,6.249,6.3985,0.025674807323229246
2010-05-10,0.30010714285714285,135942620.0,-0.10586527973193259,7.669821609627298,-1178046140.0,6.797372181667842,6.974375,6.6105,6.5645,6.497,0.025692046516990925
2010-05-11,0.29700000000000004,120820820.0,-0.09148933284572836,7.67388214704225,-1298866960.0,6.771241497699476,6.950125000000002,6.654,6.523,6.513,0.02607700348415751
2010-05-12,0.2942857142857143,117902680.0,-0.06672216094796922,7.645333782085289,-1180964280.0,6.763837545537622,6.9241,6.7065,6.6935,6.55,0.026255403286995955
2010-05-13,0.2882857142857143,118596820.0,-0.05512726463886544,7.603974255932844,-1299561100.0,6.745710160248325,6.888225,6.8495,6.5735,6.684,0.026023657729982545
2010-05-14,0.2879285714285715,105467080.0,-0.05399374983939415,7.590377736568946,-1405028180.0,6.715309192605627,6.854125000000001,6.55,6.4265,6.51,0.026030867642500295
2010-05-17,0.2813214285714286,112834060.0,-0.048759852146924354,7.566890418221476,-1292194120.0,6.689613079024138,6.8203249999999995,6.4975,6.4455,6.3925,0.025590736016096554
2010-05-18,0.28732142857142856,104811220.0,-0.05072370829879791,7.531112918532037,-1397005340.0,6.653840404831364,6.775525,6.5625,6.314,6.5055,0.025667147146545177
2010-05-19,0.291,129200060.0,-0.05398098874104704,7.468168163057943,-1526205400.0,6.6134270329426625,6.720924999999999,6.3965,6.2295,6.275,0.024962548036493865
2010-05-20,0.296,171412740.0,-0.06793409423387445,7.365173910754959,-1697618140.0,6.553624458376695,6.644975,6.25,5.9855,6.115,0.025565444257960767
2010-05-21,0.31071428571428567,159330920.0,-0.0625287868910073,7.300595873996347,-1538287220.0,6.513850700436057,6.592700000000001,6.2485,6.136,5.886,0.025455995387272088
2010-05-24,0.29192857142857137,90716640.0,-0.05664992912575739,7.172138953489258,-1629003860.0,6.475007776585004,6.530225,6.225,6.106,6.117,0.025922330082156546
2010-05-25,0.3013214285714286,142151280.0,-0.03999577206323046,7.081535690527225,-1486852580.0,6.4529117978626225,6.487325,6.2595,6.243,5.931,0.02521585767151235
2010-05-26,0.2718928571428571,139057800.0,-0.03137772333944752,7.012817499473594,-1625910380.0,6.42506305520904,6.446974999999999,6.2895,6.1605,6.2545,0.025783611719600443
2010-05-27,0.2677142857142857,94743140.0,-0.011775668212157753,6.889784232179112,-1531167240.0,6.416485621379608,6.4094,6.3425,6.335,6.249,0.025508974622178594
2010-05-28,0.2547142857142856,79077020.0,-0.0013826611503994501,6.815407294692626,-1610244260.0,6.40282032410536,6.3803,6.38,6.273,6.2975,0.025602374505586424
2010-06-01,0.25092857142857133,73013220.0,-0.0004304397736338561,6.7222853916667775,-1683257480.0,6.379885055142945,6.3446750000000005,6.3285,6.162,6.2265,0.02598082079129089
2010-06-02,0.2521071428571428,94947840.0,0.011435316155233938,6.70722968575417,-1588309640.0,6.373753145129331,6.335875,6.3215,6.3155,6.195,0.02609153235361799
2010-06-03,0.24607142857142852,105454500.0,0.02751503060104371,6.6918867382952,-1482855140.0,6.379871893212252,6.33045,6.4575,6.438,6.3085,0.02665728218374705
2010-06-04,0.2527499999999999,109346240.0,0.018399280954101788,6.6832160182066405,-1592201380.0,6.356884093858704,6.3156,6.41,6.1385,6.3425,0.025710108413069862
2010-06-07,0.2555714285714285,131179980.0,0.010615748595862923,6.687274247524556,-1723381360.0,6.332466561110255,6.308175,6.3305,6.1005,6.29,0.025367304940765802
2010-06-08,0.25725,230167700.0,-0.003670882907591433,6.669585752924744,-1953549060.0,6.295231650528326,6.277025,6.1,5.9415,6.093,0.024807829026665725
2010-06-09,0.2571785714285714,147262600.0,-0.014064839442263638,6.655364547613721,-2100811660.0,6.257161969525628,6.2456499999999995,6.0735,5.8955,6.015,0.02630662575104826
2010-06-10,0.25492857142857145,120905580.0,-0.0015947242819962792,6.571387346687227,-1979906080.0,6.247956067666045,6.218999999999999,6.175,6.1605,5.978,0.026012066092246742
2010-06-11,0.23989285714285716,84073720.0,0.007070038836571313,6.509034359198218,-2063979800.0,6.238769775507373,6.1979,6.1765,6.1515,6.07,0.0255174098483857
2010-06-14,0.23567857142857143,78377420.0,0.016006411295238637,6.478092153606897,-1985602380.0,6.234267892125718,6.18615,6.285,6.1915,6.2245,0.025984421478062566
2010-06-15,0.22757142857142856,90793120.0,0.03165993381814111,6.4567837581144465,-1894809260.0,6.24452809287565,6.180974999999999,6.346,6.342,6.16,0.023848559514709423
2010-06-16,0.22446428571428573,79273260.0,0.04121778754519151,6.461808005871147,-1815536000.0,6.254096845935112,6.182525,6.399,6.345,6.2795,0.02381866631328928
2010-06-17,0.21325,69539360.0,0.04294576698819143,6.4688467734910535,-1885075360.0,6.257944765369863,6.185775,6.39,6.2945,6.3455,0.02363122739177755
2010-06-18,0.20903571428571427,76711720.0,0.0426090063234055,6.471358141012885,-1961787080.0,6.261140502001305,6.201075,6.374,6.2915,6.301,0.023512011883656096
2010-06-21,0.21803571428571425,106231880.0,0.030624001691271052,6.471390330050385,-2068018960.0,6.248412835144038,6.20065,6.374,6.1275,6.3395,0.02153982050620125
2010-06-22,0.21410714285714277,123862160.0,0.02159686375731726,6.471198649799071,-2191881120.0,6.235754469892225,6.201125,6.2615,6.1155,6.132,0.02154476548655935
2010-06-23,0.21010714285714277,109079400.0,0.012869305654072155,6.467822895314444,-2300960520.0,6.220206425140584,6.1926000000000005,6.161,6.0725,6.1075,0.021282884318496523
2010-06-24,0.20321428571428563,155320620.0,-0.0024536963599067763,6.4819836446773005,-2456281140.0,6.191282003698625,6.180400000000001,6.0425,5.9165,6.039,0.021643218247990856
2010-06-25,0.2003214285714285,113570820.0,-0.002626531610969443,6.463884268663929,-2342710320.0,6.177826574774946,6.16615,6.088,6.05,5.904,0.021788606478956227
2010-06-28,0.19207142857142845,112155340.0,-0.012018973466733987,6.464415384497651,-2454865660.0,6.1504145200344755,6.147,6.002,5.89,5.9385,0.02601784117175021
2010-06-29,0.21949999999999983,256638480.0,-0.04578371544818066,6.561147726646651,-2711504140.0,6.081851232412145,6.110425,5.824,5.4305,5.8045,0.025945373722901316
2010-06-30,0.21585714285714275,194813160.0,-0.06155189846334025,6.59210057670848,-2516690980.0,6.022913019801464,6.0678,5.634,5.463,5.4285,0.026149266057346177
2010-07-01,0.22210714285714278,170544820.0,-0.061722876182680464,6.566055484347673,-2346146160.0,5.977683208391801,6.0233,5.5845,5.548,5.443,0.025372640189143737
2010-07-02,0.2223214285714285,89488680.0,-0.06320009476793853,6.584553169119665,-2435634840.0,5.9280943314021055,5.989225,5.5645,5.457,5.538,0.024922510364631455
2010-07-06,0.21914285714285706,104316620.0,-0.056531535839575764,6.590081663688252,-2331318220.0,5.887609156982857,5.95935,5.6265,5.503,5.5625,0.025671636033323033
2010-07-07,0.2234285714285713,98666820.0,-0.037160427630911264,6.589613694795572,-2232651400.0,5.8670273325083,5.94585,5.6815,5.6715,5.499,0.025744288988024087
2010-07-08,0.22678571428571415,135418860.0,-0.01260908924352297,6.587884347891268,-2097232540.0,5.861691396078938,5.941625,5.874,5.811,5.7605,0.02573902264236435
2010-07-09,0.2279999999999999,81277460.0,0.00834678841562081,6.565448223774449,-2015955080.0,5.861816025023801,5.92675,5.87,5.863,5.825,0.02543508705590386
2010-07-12,0.2150357142857142,95575520.0,0.029792503852900554,6.548406551364088,-1920379560.0,5.872643070259629,5.917949999999999,5.985,5.9755,5.9005,0.026216017573322162
2010-07-13,0.22107142857142842,141243800.0,0.05638388636727801,6.547146768141935,-1779135760.0,5.902153254044427,5.9175,6.244,6.1825,6.05,0.026015534724271476
2010-07-14,0.21785714285714272,105029780.0,0.07035093329647879,6.517816998103928,-1884165540.0,5.927186277468767,5.90865,6.1875,6.165,6.152,0.025653611743038342
2010-07-15,0.2156785714285713,120952760.0,0.07267288552803502,6.478216109686562,-2005118300.0,5.943930441519361,5.89655,6.124,6.103,6.0155,0.02586833649703863
2010-07-16,0.21539285714285697,124478500.0,0.05997380339217054,6.429157105838119,-2129596800.0,5.9420799232794215,5.87805,6.096,5.9245,6.0625,0.0245628949198578
2010-07-19,0.21482142857142847,100475860.0,0.054407075979250166,6.3827451498837595,-2029120940.0,5.947310406776619,5.863325,6.037,5.997,5.917,0.02454396905534014
2010-07-20,0.1841428571428571,135656780.0,0.049362343331749034,6.366290044770288,-1893464160.0,5.952804653750274,5.8572,6.0355,6.005,6.0315,0.024411286427025232
2010-07-21,0.18207142857142847,100004660.0,0.0357665339162728,6.33951283842629,-1993468820.0,5.945061353393105,5.845000000000001,6.0625,5.8715,6.0315,0.024711430379120092
2010-07-22,0.17653571428571416,285305740.0,0.03438586061805474,6.33030932081569,-1708163080.0,5.950626938784238,5.84155,6.0435,6.0035,5.9355,0.02337458328356889
2010-07-23,0.21774999999999986,847932860.0,0.028402411382482944,6.332679069420191,-2556095940.0,5.949948182709548,5.842899999999999,5.964,5.9435,5.2965,0.023380021531431133
2010-07-26,0.21939285714285703,222332020.0,0.02211230354466482,6.317988555555579,-2778427960.0,5.947095974832449,5.836399999999999,5.93,5.92,5.914,0.02339491425667173
2010-07-27,0.21799999999999992,155584120.0,0.013356620917345872,6.315761323718745,-2934012080.0,5.938467786753168,5.834725,5.925,5.8565,5.9215,0.02288444927908532
2010-07-28,0.20996428571428563,109173720.0,0.007536530341078387,6.297823534104457,-2934012080.0,5.930661330871914,5.856025000000001,5.91,5.8565,5.84,0.0228769745081179
2010-07-29,0.2121071428571428,123512500.0,0.002982795017122987,6.276499712450044,-3057524580.0,5.922312632693636,5.875024999999999,5.9435,5.843,5.9,0.022949144201082877
2010-07-30,0.21849999999999994,141540940.0,0.0036028507172598395,6.263137227963771,-2915983640.0,5.919663810532337,5.89235,5.937,5.8945,5.775,0.023252172715815696
2010-08-02,0.20935714285714285,109375720.0,0.011094538097861845,6.231186303334674,-2806607920.0,5.9276482095292575,5.919675,6.019,6.0035,5.8945,0.023066960836320368
2010-08-03,0.2126071428571429,119075660.0,0.02301766790416451,6.20552768394868,-2687532260.0,5.9460626657645665,5.950575,6.1435,6.121,6.001,0.024262824152718087
2010-08-04,0.21978571428571428,185132080.0,0.04600722965033929,6.272266516059457,-2502400180.0,5.987294792834608,5.985950000000001,6.4235,6.379,6.154,0.02421017140847376
2010-08-05,0.21310714285714288,85423720.0,0.058955769478912304,6.341489523735974,-2416976460.0,6.02579052685036,6.014975,6.4,6.3915,6.34,0.02363775982846984
2010-08-06,0.20867857142857144,101264280.0,0.0655634472838362,6.40647573211849,-2315712180.0,6.062953333816992,6.042624999999999,6.42,6.416,6.3295,0.023348435631425992
2010-08-09,0.20467857142857143,101656720.0,0.06776479553137765,6.469221322428328,-2214055460.0,6.099005397262993,6.065925,6.4965,6.4415,6.423,0.022727813478955024
2010-08-10,0.19978571428571432,113827740.0,0.0690404766940088,6.527213752062416,-2100227720.0,6.137195359428423,6.081799999999999,6.5,6.5,6.3975,0.01762809106523276
2010-08-11,0.2046428571428572,110593760.0,0.05266387388676027,6.542460039383734,-2210821480.0,6.152176753768574,6.088275,6.406,6.2945,6.405,0.01762715414559646
2010-08-12,0.16600000000000006,87276100.0,0.041214040079997766,6.566219814627293,-2123545380.0,6.168921824838233,6.099525,6.35,6.328,6.1875,0.017869738226911843
2010-08-13,0.16324999999999998,79531920.0,0.025253650404536393,6.577819426909995,-2203077300.0,6.1751673653298305,6.115025,6.374,6.2345,6.3035,0.017487542841528432
2010-08-16,0.1664642857142857,80492860.0,0.017615613887455847,6.596971575515798,-2122584440.0,6.187389521012704,6.13035,6.3685,6.3035,6.184,0.017754531613089285
2010-08-17,0.174,100724560.0,0.02005326134658046,6.634937596473617,-2021859880.0,6.211733376154351,6.15225,6.499,6.443,6.3395,0.01712302977656621
2010-08-18,0.17114285714285707,158012660.0,0.02225089499499172,6.668006022438437,-1863847220.0,6.237520673663461,6.182799999999999,6.5405,6.4825,6.4625,0.017100003026886683
2010-08-19,0.16746428571428565,111579620.0,0.01497434000100041,6.6865648017274735,-1975426840.0,6.250947276171702,6.20155,6.501,6.3785,6.4595,0.017066808780820772
2010-08-20,0.16464285714285706,83386560.0,0.00935017144165197,6.699652414002701,-1892040280.0,6.263999916536302,6.223775,6.402,6.388,6.3545,0.01692111033517275
2010-08-23,0.16296428571428562,77019340.0,0.0007275116571204276,6.699948298826211,-1969059620.0,6.2702856387709405,6.244275,6.461,6.33,6.3875,0.01610791184690097
2010-08-24,0.15357142857142853,107062800.0,-0.012227892112684338,6.68063489530615,-2076122420.0,6.266115577935613,6.2627749999999995,6.272,6.2265,6.267,0.01643376038443772
2010-08-25,0.15842857142857142,106783200.0,-0.013183985152306094,6.659512105251912,-1969339220.0,6.2733902847988885,6.287075,6.3685,6.3425,6.2265,0.01659825047339869
2010-08-26,0.15939285714285717,93847960.0,-0.02029168029821944,6.6167810193490855,-2063187180.0,6.270495971960899,6.307075,6.3795,6.243,6.3605,0.015733151253073202
2010-08-27,0.16764285714285718,101434920.0,-0.01880660486994798,6.570193467323613,-1961752260.0,6.2763534984408125,6.32895,6.332,6.332,6.273,0.016255304005315042
2010-08-30,0.16992857142857146,68517300.0,-0.026744522540433358,6.537322190026907,-2030269560.0,6.268081736684545,6.3382499999999995,6.3475,6.1895,6.2975,0.016310104822744115
2010-08-31,0.16492857142857145,84488300.0,-0.027698979181167538,6.521788965351295,-1945781260.0,6.265550142714589,6.344275,6.295,6.2415,6.1495,0.018864524242502647
2010-09-01,0.18035714285714288,142357080.0,-0.003039525246175373,6.573701390315129,-1803424180.0,6.299735843408437,6.35655,6.63,6.6245,6.3175,0.018804056153139386
2010-09-02,0.18014285714285722,107895720.0,0.020625507020592224,6.657519119054947,-1695528460.0,6.343618144036205,6.375,6.7605,6.7605,6.6085,0.019033707764632233
2010-09-03,0.18000000000000002,131614020.0,0.04512384479637793,6.780206351987508,-1563914440.0,6.400368796985139,6.401175,6.975,6.9395,6.8375,0.01920368299865298
2010-09-07,0.1728214285714286,77655080.0,0.052324344170661105,6.85340802509696,-1641569520.0,6.444238435367506,6.422149999999999,6.93,6.861,6.93,0.019035741902080645
2010-09-08,0.17532142857142866,116568580.0,0.05932235604592842,6.93767967601465,-1525000940.0,6.4930728700944105,6.445,6.985,6.957,6.8995,0.01901239820913361
2010-09-09,0.17185714285714296,99048160.0,0.06352159711457317,7.0305909000204405,-1425952780.0,6.543161168180657,6.481225,7.0685,7.019,7.0,0.019006677985076728
2010-09-10,0.1737857142857144,100809320.0,0.06821823735469337,7.134655034512867,-1325143460.0,6.5982886759729755,6.520925,7.13,7.122,7.0375,0.019123399546648417
2010-09-13,0.17585714285714296,101535200.0,0.07464375237379617,7.251172692667335,-1223608260.0,6.66068975445174,6.571875,7.287,7.2535,7.21,0.01900463098203638
2010-09-14,0.17389285714285727,86309660.0,0.07542370606277302,7.35857385102498,-1137298600.0,6.720385968313479,6.621075,7.335,7.2875,7.225,0.018904843651781793
2010-09-15,0.16907142857142862,97813440.0,0.06932527341170638,7.449521135697531,-1235112040.0,6.7729682570455285,6.66255,7.281,7.2725,7.24,0.017850124190217427
2010-09-16,0.17014285714285718,116282120.0,0.06858611696360387,7.557295721870821,-1118829920.0,6.833304613517384,6.70875,7.4115,7.4065,7.2695,0.01785449348838955
2010-09-17,0.1633214285714286,145191660.0,0.06314317803609049,7.650031536316276,-973638260.0,6.888799412230014,6.760625,7.449,7.416,7.449,0.018059225258174584
2010-09-20,0.16810714285714287,128972540.0,0.06379597525776964,7.759392380187726,-844665720.0,6.953199468208108,6.819475,7.5975,7.565,7.433,0.0181368972467917
2010-09-21,0.1692142857142857,150766520.0,0.05676220183482683,7.84204728192859,-995432240.0,7.008751899807336,6.8798,7.6655,7.5365,7.5345,0.018126962605882698
2010-09-22,0.15432142857142855,132142240.0,0.05047875926002354,7.908825339312782,-863290000.0,7.0642517188733045,6.948049999999999,7.635,7.5915,7.4945,0.01670204495202805
2010-09-23,0.16071428571428573,141178940.0,0.044624676008751696,7.977223379254567,-722111060.0,7.119322983742514,7.01305,7.796,7.6425,7.56,0.01851332688878146
2010-09-24,0.17410714285714285,211163140.0,0.06113433760703291,8.098440530872681,-510947920.0,7.206673175767036,7.1027249999999995,8.0445,8.0365,7.774,0.018276627662123904
2010-09-27,0.17917857142857146,128796600.0,0.06117259927200169,8.182550891255806,-639744520.0,7.279228111408271,7.18455,8.06,7.9685,8.012,0.018301794236277043
2010-09-28,0.18896428571428572,169856000.0,0.056138068688020515,8.216934160228874,-469888520.0,7.34644448175034,7.274325,8.044,7.985,7.9795,0.018238455168637816
2010-09-29,0.19539285714285715,145738560.0,0.04474146007847113,8.213657419056569,-615627080.0,7.40387834063126,7.359725,8.089,7.9495,7.9515,0.0185731627652738
2010-09-30,0.20528571428571427,152035820.0,0.025959800941082745,8.22783347017442,-767662900.0,7.446651831999711,7.42115,8.0465,7.853,7.9935,0.018823211226319025
2010-10-01,0.21221428571428566,173652140.0,-0.0010563209562767795,8.21877036911164,-941315040.0,7.469399276571167,7.4674000000000005,7.872,7.6855,7.86,0.018819937418263166
2010-10-04,0.21328571428571422,106907500.0,-0.0157648648123746,8.228518144354506,-834407540.0,7.497980297850104,7.5089,7.798,7.7695,7.689,0.019257080100730867
2010-10-05,0.2262499999999999,112019320.0,-0.009826923574797919,8.25717340468815,-722388220.0,7.549934555197713,7.5680250000000004,8.0605,8.0435,7.8555,0.020305822505936155
2010-10-06,0.23767857142857127,120833340.0,-0.02617721555461089,8.239512394596312,-843221560.0,7.570893168988407,7.608675000000001,8.034,7.77,8.03,0.020199421041521323
2010-10-07,0.24314285714285702,92428680.0,-0.03535036839753736,8.220186728735378,-750792880.0,7.593998581465701,7.6484,7.87,7.8135,7.8275,0.019865017189513837
2010-10-08,0.23921428571428555,138366440.0,-0.04453709127709454,8.19846574335223,-889159320.0,7.611474907040397,7.681174999999999,7.814,7.7775,7.759,0.020279148166200085
2010-10-11,0.24128571428571416,89353820.0,-0.058892817102671025,8.178150661548685,-978513140.0,7.615286820655598,7.701075,7.8315,7.6515,7.74,0.019712389480510243
