Date,RSI_14,MACD_Histogram,MACD,OBV,Volume,Close,Low,High,rolling_logvol_30,MACD_Signal,log_returns
2010-04-09,45.89181106035038,-0.0018432172742585595,-0.00035005783633645926,655553743.0,891393860,0.38952,0.384047,0.390919,0.019759970689138626,0.0014931594379221003,0.01820713564388171
2010-04-12,46.42541804202832,-0.0013349878213045603,-0.0001755753387086001,1251379476.0,595825733,0.396677,0.38926,0.398226,0.019831047582585068,0.0011594124825959602,0.020554821017838548
2010-04-13,46.43996903730463,-0.0004312974064396558,0.0006202907245463907,1951652123.0,700272647,0.404915,0.396677,0.406344,0.018907509786140884,0.0010515881309860464,0.012255575739027842
2010-04-14,60.38520801232664,0.0004667820281176302,0.0016350656661330842,2933187368.0,981535245,0.409908,0.403518,0.415688,0.019002818038709974,0.001168283638015454,0.007333234131960554
2010-04-15,61.522920127508634,0.001187098206589408,0.0026521563962522143,3977247903.0,1044060535,0.412925,0.407213,0.415468,0.01881623535861663,0.0014650581896628063,-0.05420298287525901
2010-04-16,46.39580159133232,0.0001726605030441847,0.0016808838184680375,1886254271.0,2090993632,0.391139,0.382398,0.397726,0.021492386181453733,0.0015082233154238528,-0.004815494717465953
2010-04-19,42.17706991450991,-0.0006058841198769396,0.0007508681655776783,692872016.0,1193382255,0.38926,0.376248,0.390439,0.020780125484981996,0.001356752285454618,0.003587555888475925
2010-04-20,42.05696313942707,-0.00098518769979252,0.000125267660713968,1432289199.0,739417183,0.390659,0.385622,0.396208,0.02061187078880891,0.001110455360506488,-0.02613076915476802
2010-04-21,39.80319420689043,-0.001824433258364804,-0.001170086212449517,456133230.0,976155969,0.380583,0.376018,0.393183,0.019959632487381848,0.000654347045915287,0.004156014954823978
2010-04-22,42.765232892992636,-0.002159630869415853,-0.0020451915408545296,1172426933.0,716293703,0.382168,0.36919,0.383328,0.019976331918899637,0.00011443932856132369,-0.013702652042699149
2010-04-23,36.28222711399494,-0.0025894738103998107,-0.0031224029344384396,351486898.0,820940035,0.376967,0.370297,0.381949,0.019706671988358442,-0.000532929124038629,0.009546637087875247
2010-04-26,43.582515832608955,-0.002487523256861878,-0.0036423331951159765,351486898.0,0,0.380583,0.376748,0.385143,0.01979025520496482,-0.0011548099382540987,-0.02855539865585544
2010-04-27,36.73577464788732,-0.0029664368138219988,-0.0048628559555315976,-310017764.0,661504662,0.369869,0.368741,0.381699,0.020399066895594894,-0.0018964191417095986,0.0017774276825703356
2010-04-28,40.113607583487095,-0.003051823719529767,-0.005711198791121808,422843890.0,732861654,0.370527,0.362997,0.375818,0.019252066762377756,-0.0026593750715920407,0.029706023314372793
2010-04-29,45.72580909597667,-0.002208144980462192,-0.005419556297169781,1499119284.0,1076275394,0.381699,0.366135,0.382168,0.019752936491538066,-0.003211411316707589,-0.058133941767383665
2010-04-30,32.748769961564264,-0.002910028437872924,-0.006848946864048744,334560423.0,1164558861,0.360142,0.359942,0.377917,0.021385793481814935,-0.00393891842617582,-0.010784266343294569
2010-05-03,26.045155443476872,-0.0034080241598379492,-0.008198948625973257,-841871882.0,1176432305,0.356279,0.350837,0.364117,0.021368278004959215,-0.004790924466135308,-0.0519761681376425
2010-05-04,18.719886879407852,-0.004649415772372538,-0.01060269418160098,-2271745304.0,1429873422,0.338234,0.333212,0.351515,0.022783818203006876,-0.005953278409228442,-0.01705299178059114
2010-05-05,15.715869361302978,-0.005494464244271219,-0.012821358714567466,-3722390512.0,1450645208,0.332515,0.32827,0.340873,0.022329620371273798,-0.007326894470296247,-0.02112590895526503
2010-05-06,17.991897300727288,-0.006112894043183402,-0.014968012024275501,-4815758138.0,1093367626,0.325564,0.298962,0.337157,0.021910479133645373,-0.008855117981092099,-0.016913119912335656
2010-05-07,17.384168427407175,-0.006447779877447218,-0.016914842827901122,-6073720505.0,1257962367,0.320104,0.308612,0.328469,0.021916087592428052,-0.010467062950453904,0.04213869907339399
2010-05-10,26.02158893187155,-0.005345034385571306,-0.017148355932418036,-5006310863.0,1067409642,0.333881,0.330168,0.343428,0.023674616253566087,-0.01180332154684673,-0.011183026239302016
2010-05-11,27.499531379707406,-0.004503005696519697,-0.017432078667496353,-5910297620.0,903986757,0.330168,0.327591,0.336937,0.023429882634445003,-0.012929072970976657,0.01952239793867561
2010-05-12,30.55192167927835,-0.003205922363430126,-0.016936475925264316,-4928841623.0,981455997,0.336677,0.330417,0.338433,0.023841495594705338,-0.01373055356183419,-0.0021408381824031585
2010-05-13,31.769119974394087,-0.002145645793160327,-0.0164126108032846,-6283584270.0,1354742647,0.335957,0.332745,0.350587,0.02381461913644082,-0.014266965010124272,-0.1226855401380907
2010-05-14,21.751881176048272,-0.0037139608470466556,-0.018909416068932594,-9000879773.0,2717295503,0.297168,0.288908,0.314111,0.03199351874263703,-0.015195455221885939,0.0022084302404389963
2010-05-17,23.81931826440875,-0.004321796105050332,-0.020597700353198856,-8067549556.0,933330217,0.297825,0.288438,0.301469,0.03174205684907862,-0.016275904248148523,-0.033621977356147595
2010-05-18,21.879832946129895,-0.004956247999163731,-0.02247121424710319,-8801767191.0,734217635,0.287978,0.286461,0.302189,0.03192376459172828,-0.017514966247939457,0.015761758509712665
2010-05-19,18.203478335306954,-0.00464244902915497,-0.023318027534383168,-7900562280.0,901204911,0.292553,0.284657,0.293053,0.03213724976235495,-0.018675578505228198,-0.02347955148846513
2010-05-20,20.347010700559736,-0.004465397499938122,-0.02425732538015085,-9130996904.0,1230434624,0.285764,0.275348,0.292553,0.032211102689853714,-0.01979192788021273,0.021358028534812123
2010-05-21,24.8097400563733,-0.0035462111191881286,-0.024224691779197893,-7964756958.0,1166239946,0.291933,0.277415,0.299642,0.03258390662046192,-0.020678480660009765,-0.029460359840699314
2010-05-24,26.819297503173928,-0.003136517596481349,-0.024599127655611452,-8689351802.0,724594844,0.283458,0.28251,0.294402,0.03234183444434676,-0.021462610059130104,0.026376134789742933
2010-05-25,32.71725815994067,-0.0020361550581338844,-0.024007803881797463,-7635425043.0,1053926759,0.291034,0.271684,0.292373,0.03255569430434598,-0.021971648823663578,0.00459028551642487
2010-05-26,35.49281000043706,-0.0009539673437697002,-0.023164108003375705,-6550656181.0,1084768862,0.292373,0.291503,0.308352,0.032396508546458334,-0.022210140659606005,0.05708278460180103
2010-05-27,45.814764887796365,0.001072889483569945,-0.020869028805143575,-5772980272.0,777675909,0.309548,0.298962,0.309548,0.03458091259637576,-0.02194191828871352,-0.02727227416890403
2010-05-28,36.46580088015183,0.0019556082130312152,-0.0194974080224245,-6367339509.0,594359237,0.30122,0.296749,0.30908,0.033722154833739575,-0.021453016235455716,-0.04336073661024383
2010-06-01,33.916596007091655,0.001786228672618649,-0.019220230394682403,-6942472925.0,575133416,0.288438,0.288208,0.300521,0.034298140143843484,-0.021006459067301052,0.011358842229517678
2010-06-02,32.237819722406655,0.00198821887930933,-0.01852118546816439,-6235023572.0,707449353,0.291733,0.287061,0.291933,0.03443332133969317,-0.020509404347473722,-0.0016432617117958118
2010-06-03,32.29934666402693,0.0021670083721998523,-0.01780064388222391,-6874366638.0,639343066,0.291254,0.284857,0.291933,0.03432126812282179,-0.019967652254423762,-0.04868115873235601
2010-06-04,40.252652356279306,0.0014643406274749832,-0.018137226470080037,-7605526986.0,731160348,0.277415,0.275817,0.287758,0.03497672365675108,-0.01960156709755502,-0.050641813430756966
2010-06-07,35.087918717811945,0.00025162451159800245,-0.019287036458057516,-8234257276.0,628730290,0.263716,0.262508,0.280442,0.035728972653072594,-0.01953866096965552,-0.02838368262370903
2010-06-08,35.861483467381575,-0.0008145171448220717,-0.020556807400683108,-9289323923.0,1055066647,0.256336,0.249707,0.262508,0.03561445914937881,-0.019742290255861036,-0.02420450534373523
2010-06-09,31.337534705389785,-0.0016512713332236147,-0.021806379422390554,-10049468336.0,760144413,0.250206,0.249258,0.264565,0.035558477110340735,-0.02015510808916694,0.039292804994937
2010-06-10,39.0606120332839,-0.001265520287729853,-0.021737008448829254,-9383312983.0,666155353,0.260233,0.2545,0.261331,0.036737262316972115,-0.0204714881610994,0.022535276595986538
2010-06-11,38.93606972650381,-0.00039226112699374677,-0.020961814569841586,-8901267244.0,482045739,0.266164,0.256786,0.267062,0.036480474388581194,-0.02056955344284784,-0.02195903612642482
2010-06-14,39.85812361002452,-5.757448601290127e-06,-0.020576750253599452,-9309984344.0,408717100,0.260383,0.259803,0.270557,0.035487928813259156,-0.02057099280499816,0.04813468753644406
2010-06-15,42.517958412098295,0.0012437580023292108,-0.01901629530208665,-8733666163.0,576318181,0.273223,0.262998,0.27465,0.03708393846834441,-0.02026005330441586,-0.012396122496134374
2010-06-16,40.699864521032296,0.001931627012403219,-0.017845519538911836,-9129497550.0,395831387,0.269857,0.266164,0.273922,0.03618993469051259,-0.019777146551315055,0.037654270472907
2010-06-17,37.15946494852582,0.003102647280643276,-0.01589883745051096,-8192849749.0,936647801,0.280212,0.269607,0.280911,0.03706127272946629,-0.019001484731154237,0.006502445312501326
2010-06-18,41.09828091931833,0.003963865799699366,-0.014046652481530031,-7175728300.0,1017121449,0.28204,0.279712,0.285534,0.037008084896675016,-0.018010518281229397,-0.02401315265156867
2010-06-21,43.560732767950235,0.004032999138667431,-0.012969269357895108,-7806377670.0,630649370,0.275348,0.272804,0.288678,0.037110887497833006,-0.01700226849656254,-0.03806067327114257
2010-06-22,37.725306084875264,0.0033636834965321202,-0.01279766412589739,-8697469300.0,891091630,0.265065,0.263716,0.28229,0.03647985361978728,-0.01616134762242951,0.011041751883472204
2010-06-23,39.53768880407584,0.0031029948776882758,-0.012282604025319166,-8027962853.0,669506447,0.268008,0.260033,0.270756,0.0366318999959897,-0.015385598903007442,-0.05081267013221891
2010-06-24,39.73835868021316,0.002069832811005942,-0.012798307889250016,-8818393350.0,790430497,0.25473,0.253772,0.267758,0.03712645423445444,-0.014868140700255958,-0.0028698936608451834
2010-06-25,45.0207043581649,0.0014027258931945397,-0.013114733333762785,-9367552837.0,549159487,0.254,0.249957,0.256786,0.03712184660440605,-0.014517459226957324,0.0019665689720408473
2010-06-28,48.98769352917825,0.0010753247284452042,-0.01317330331640082,-8961930099.0,405622738,0.2545,0.249957,0.258214,0.03035481128305402,-0.014248628044846024,-0.05745430876242389
2010-06-29,44.97995220930705,3.6798741252237754e-05,-0.014202629618280727,-9681736367.0,719806268,0.24029,0.238713,0.249258,0.031776149110842276,-0.014239428359532964,-0.025970010578752083
2010-06-30,36.24666743943436,-0.0008793569375824921,-0.01533862453151108,-10360921658.0,679185291,0.23413,0.23413,0.243289,0.03158652198519018,-0.014459267593928588,0.016625222761303696
2010-07-01,34.86990128214789,-0.001025181511347591,-0.01574074448311308,-9557340313.0,803581345,0.238055,0.227679,0.239592,0.03160826995300028,-0.014715562971765487,-0.012788573839868355
2010-07-02,35.9360958562157,-0.001121729274623574,-0.016117724565044955,-10361041677.0,803701364,0.23503,0.226979,0.239383,0.03147455075166031,-0.014995995290421381,-0.010810037400865452
2010-07-06,24.493247475633297,-0.0011479922499463818,-0.01643098560285436,-11137287315.0,776245638,0.232503,0.230385,0.241589,0.03103713854603834,-0.015282993352907977,0.04739176506010419
2010-07-07,35.143606108958295,-0.0002448230717204871,-0.015589022192558588,-10474271150.0,663016165,0.243787,0.232983,0.245183,0.03231484031470176,-0.015344199120838101,-0.030900749968646994
2010-07-08,24.150089029869235,5.906061029872095e-07,-0.015343460863209368,-11328117033.0,853845883,0.236369,0.233442,0.245613,0.03208679708283787,-0.015344051469312356,0.004082715374370808
2010-07-09,23.372090252793612,0.00035598065359780315,-0.014899075652315102,-10704966979.0,623150054,0.237336,0.23437,0.238903,0.032080643674819,-0.015255056305912906,0.017761076587023132
2010-07-12,29.28971939683204,0.0009705651168501299,-0.014041849909850246,-10088807704.0,616159275,0.241589,0.237086,0.244684,0.030117369748127343,-0.015012415026700376,0.0358456653773868
2010-07-13,40.84236040831118,0.0020044417887900776,-0.01250686279071278,-9312837407.0,775970297,0.250406,0.244265,0.252033,0.030937081181323243,-0.014511304579502858,0.010037077297359469
2010-07-14,40.53252951519716,0.0028408797191816944,-0.010960204930525741,-7835253594.0,1477583813,0.252932,0.249258,0.263227,0.03025138414220166,-0.013801084649707435,-0.028427557090896234
2010-07-15,43.948740994947634,0.002889637635797875,-0.010189037604960094,-8872119647.0,1036866053,0.245843,0.242819,0.253332,0.030409366242927727,-0.013078675240757969,-0.06494129827097135
2010-07-16,36.60658582787918,0.0019014609119440435,-0.010701849100827915,-10274127922.0,1402008275,0.230385,0.229526,0.246512,0.032257616631543064,-0.012603310012771958,0.040266074676142315
2010-07-19,42.458687258687256,0.0019014131399020216,-0.010226543587894432,-9404355444.0,869772478,0.239851,0.232045,0.240769,0.03245902004369442,-0.012127956727796454,0.024675223594829036
2010-07-20,53.12292620378597,0.002294671686641367,-0.009259617119494745,-8139414096.0,1264941348,0.245843,0.231575,0.247161,0.031698904007398374,-0.011554288806136112,-0.033242110698706286
2010-07-21,52.0240127774412,0.002013239907234201,-0.009037738922093363,-8819971462.0,680557366,0.237805,0.23541,0.248309,0.03184860835250302,-0.011050978829327564,0.015786925114856205
2010-07-22,51.949384404924764,0.0020735422619099185,-0.008459051001940165,-8316455085.0,503516377,0.241589,0.238903,0.244265,0.03174564801473283,-0.010532593263850084,-0.016796664982291987
2010-07-23,51.383084359962034,0.0018418614609236848,-0.008230266437695477,-9205937867.0,889482782,0.237565,0.23518,0.241589,0.030921527393378234,-0.010072127898619162,0.01787229422561955
2010-07-26,55.003211991434696,0.0019653155412017818,-0.007615483472116935,-8463024343.0,742913524,0.241849,0.233202,0.242819,0.030800027536191384,-0.009580799013318717,-0.008295667254306494
2010-07-27,47.660318139667595,0.00189950770230057,-0.007206414385443005,-9207032298.0,744007955,0.239851,0.236837,0.243069,0.030613422600075334,-0.009105922087743575,-0.032052831194879214
2010-07-28,47.576606299399494,0.0013588578003068206,-0.00740734983736005,-10635523099.0,1428490801,0.232285,0.231575,0.240091,0.02949885145902286,-0.00876620763766687,-0.10406266624844404
2010-07-29,36.82001279975906,-0.0004363869219830372,-0.009311691290145668,-13538123116.0,2902600017,0.209328,0.20794,0.220113,0.03456058829603556,-0.008875304368162631,0.006456980806551694
2010-07-30,35.049102607517796,-0.0013712842027840347,-0.010589409621642676,-12464985658.0,1073137458,0.210684,0.204515,0.21437,0.03358044737056588,-0.009218125418858641,-0.001044763456131258
2010-08-02,28.924206927119627,-0.001815374718751702,-0.011487343817298268,-13463826534.0,998840876,0.210464,0.209548,0.215278,0.03348451360251163,-0.009671969098546566,-0.026480263157828584
2010-08-03,25.459419637375703,-0.0022613767631178353,-0.012498690052443862,-14504951014.0,1041124480,0.204964,0.203376,0.209088,0.033523738189845775,-0.010237313289326026,0.04164521484059339
2010-08-04,33.81475256393483,-0.0017728107083979927,-0.012453326674823517,-13572183466.0,932767548,0.21368,0.205882,0.21437,0.03435812929032441,-0.010680515966425524,0.012773739334018978
2010-08-05,41.945572892623034,-0.0011009739557898742,-0.012056733411162868,-12699438047.0,872745419,0.216427,0.210464,0.216885,0.03439124833982186,-0.010955759455372993,0.011608353955996485
2010-08-06,36.89169353523443,-0.00036101601670864014,-0.011407029476258795,-11892827267.0,806610780,0.218954,0.21368,0.22125,0.03353458520227528,-0.011046013459550155,0.009391533068915388
2010-08-09,33.62231635063273,0.00035425202994626703,-0.010603198422117321,-11384709834.0,508117433,0.22102,0.215518,0.22148,0.033636571119711856,-0.010957450452063588,-0.04240304041503214
2010-08-10,33.12489437214806,0.00029830380874875696,-0.010584570691127643,-12226395555.0,841685721,0.211844,0.210924,0.217814,0.03430506083285566,-0.0108828744998764,-0.03966831241399999
2010-08-11,26.661423515532846,-0.00017897767371515515,-0.011106596592020346,-13093047523.0,866651968,0.203605,0.202917,0.207481,0.03353219502824271,-0.01092761891830519,0.008889425524902766
2010-08-12,29.7006441834028,-0.00025310062644198425,-0.011243994701357674,-11669166451.0,1423881072,0.205423,0.198324,0.210008,0.0334029257060485,-0.01099089407491569,0.04685894829230761
2010-08-13,34.322228909264695,0.0004428334560832286,-0.010437352254811655,-9709651518.0,1959514933,0.215278,0.211614,0.218264,0.034496101890326945,-0.010880185710894883,-0.02583271915323857
2010-08-16,32.96385706028356,0.0006046509969336311,-0.010124371964727846,-10597176673.0,887525155,0.209788,0.207021,0.216667,0.03470074154663917,-0.010729022961661477,0.01299977342965939
2010-08-17,38.15997698172925,0.0009473722337451033,-0.009544807669480099,-10072512560.0,524664113,0.212533,0.209788,0.216427,0.03480670132432639,-0.010492179903225202,0.005382298376470233
2010-08-18,53.532352845686844,0.0012813745092092842,-0.008890461766713598,-9694141795.0,378370765,0.21368,0.210464,0.215518,0.033531424996552504,-0.010171836275922882,0.05840664649545506
2010-08-19,60.840241867082554,0.0023364682007068083,-0.007251251025039374,-7934627668.0,1759514127,0.226532,0.214819,0.227229,0.035027950714622634,-0.009587719225746182,0.009161899002844809
2010-08-20,62.10797326681162,0.003095768197170735,-0.005718008979282763,-6511924852.0,1422702816,0.228617,0.224694,0.23413,0.0350677021081015,-0.008813777176453498,-0.015223529934351785
2010-08-23,63.850679539750686,0.0032693247537484028,-0.004727121234267995,-7325624877.0,813700025,0.225163,0.224465,0.23503,0.034968112200952244,-0.007996445988016397,-0.010285299878772788
2010-08-24,56.900984888354266,0.0031325894094172873,-0.004080709226244789,-8023829893.0,698205016,0.222859,0.217354,0.225163,0.03423735021133894,-0.007213298635662076,0.02038675294879268
2010-08-25,58.063147422016755,0.0032413561750810928,-0.00316160341681071,-7197881755.0,825948138,0.227449,0.219194,0.229306,0.034434048728013936,-0.006402959591891803,-0.01218656087059473
2010-08-26,54.185137657489506,0.003022168726416144,-0.0026252486838716227,-7914705688.0,716823933,0.224694,0.224694,0.232983,0.03415582043817466,-0.0056474174102877665,0.03219184180959384
2010-08-27,57.46334330702266,0.0032469692746798697,-0.0015887058169379298,-6758471994.0,1156233694,0.232045,0.220342,0.2339,0.03265225780194522,-0.0048356750916177995,-0.04867812321403645
2010-08-30,56.059965658433484,0.0025581545916516443,-0.001637981852053244,-7415638271.0,657166277,0.22102,0.22102,0.231095,0.03292939177937366,-0.004196136443704888,-0.03377362635893065
2010-08-31,56.73363542794509,0.0015621499246067875,-0.0022434490379464045,-8430971565.0,1015333294,0.21368,0.213211,0.224694,0.03298134922359783,-0.003805598962553192,0.00856486393607245
2010-09-01,56.74519918215713,0.0010079748001553053,-0.002545630462359061,-7502594970.0,928376595,0.215518,0.21437,0.219873,0.03261381362125395,-0.003553605262514366,0.017961498364176032
2010-09-02,53.00949449783688,0.0008894581994084941,-0.0024417825132537485,-6852451679.0,650143291,0.219424,0.21415,0.220113,0.032660036359999874,-0.0033312407126622427,0.03385157108682509
2010-09-03,62.11538190480217,0.0012810601573774519,-0.0017299155159404278,-6234779539.0,617672140,0.226979,0.221939,0.227679,0.033237331599339275,-0.0030109756733178797,0.009157034992540378
2010-09-07,61.7612747190212,0.0016200551602607639,-0.000985906722991925,-5254345324.0,980434215,0.229067,0.225852,0.23437,0.03309979774774827,-0.002605961883252689,0.03230569456448258
2010-09-08,64.9405196702494,0.002251335398756331,0.0002082073651927252,-3920428944.0,1333916380,0.236588,0.226979,0.238285,0.03365092958746136,-0.002043128033563606,-0.013386579496033038
2010-09-09,55.159951014068525,0.0023468473384694413,0.0008904311395231956,-4678009305.0,757580361,0.233442,0.230385,0.239851,0.033216330959666016,-0.0014564161989462456,-0.011143844445339208
2010-09-10,51.65876074710941,0.0021318683286280686,0.0012084192118388404,-5342354581.0,664345276,0.230855,0.228837,0.23564,0.026892497436268977,-0.0009234491167892285,0.05544808719292939
2010-09-13,62.21620360771305,0.0027337545900579054,0.0024937441207831534,-4235020240.0,1107334341,0.244017,0.2348,0.246932,0.028530728822060394,-0.00024001046927475211,-0.009999959774536797
2010-09-14,62.116389794545356,0.0028149361472065665,0.003278659714733456,-4995948641.0,760928401,0.241589,0.239592,0.244944,0.028641659435870128,0.0004637235675268896,0.0020674919186116116
2010-09-15,59.99972678342121,0.002745936722841932,0.0038961444710793047,-4390177687.0,605770954,0.242089,0.23611,0.242319,0.028041475421278137,0.0011502077482373725,0.0
2010-09-16,62.34616094368816,0.002548256455449118,0.00433552831754877,-4390177687.0,397231143,0.242089,0.238903,0.244465,0.027211466160591617,0.001787271862099652,-0.000991862675284059
2010-09-17,57.73967411898447,0.0022591600236388813,0.004611221891648254,-4844731606.0,454553919,0.241849,0.241119,0.244944,0.02717726315701085,0.0023520618680093726,0.015443562002101181
2010-09-20,71.92866696388768,0.0021782974669128504,0.005074933701650436,-4361813116.0,482918490,0.245613,0.239592,0.246512,0.027224715466208853,0.0028966362347375854,0.052507069725301024
2010-09-21,86.4447528075384,0.002832026037220291,0.00643666878126295,-2421457135.0,1940355981,0.258854,0.244265,0.262998,0.028630188645791,0.0036046427440426586,0.008566507809732789
2010-09-22,86.52930329511747,0.0032025700531799813,0.007607855310517636,-1331224721.0,1090232414,0.261081,0.256336,0.263477,0.027179351605505577,0.004405285257337655,0.02021703227112548
2010-09-23,86.83043062500981,0.003567049488248734,0.008864097117648573,21325658.0,1352550379,0.266413,0.2618,0.27465,0.025800350311262172,0.005297047629399839,0.053805029629209494
