Date,Volume,ATR_14,Bollinger_Upper,High,EMA_20,Close,Open,SMA_20,OBV,Low,rolling_logvol_30
2010-03-16,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-17,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-18,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-19,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-22,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-23,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-24,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-25,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-26,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-29,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-30,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-03-31,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-01,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-05,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-06,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-07,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-08,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-09,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-12,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-13,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-14,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-15,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-16,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-19,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-20,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-21,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-22,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-23,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-26,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-27,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-28,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
2010-04-29,0.0,0.0,1.13333,1.13333,1.13333,1.13333,1.13333,1.13333,0.0,1.13333,0.0
