Date,RSI_14,MACD_Histogram,Volume,MACD,rolling_logvol_30,MACD_Signal,Close,Low,OBV,High,log_returns
2010-09-08,67.14893000338148,0.011056294668393757,4325730.0,0.023309041904886696,0.03156873430195234,0.01225274723649294,1.39333,1.37333,-170461920.0,1.39667,-0.00912767692621532
2010-09-09,65.04678610053136,0.009439284807110496,5642955.0,0.02405185324538106,0.0315823734565697,0.014612568438270565,1.38067,1.37933,-176104875.0,1.40333,-0.02642025880504014
2010-09-10,58.09430879549787,0.005500295550883792,5785335.0,0.021487937876875307,0.03178421780541779,0.015987642325991515,1.34467,1.31733,-181890210.0,1.39533,0.02689817336880698
2010-09-13,54.81195096287958,0.004936878086640534,5410545.0,0.022158739934292182,0.03192635330344062,0.01722186184765165,1.38133,1.36667,-176479665.0,1.39333,0.019123454577103023
2010-09-14,67.14255102587455,0.005869948295073056,9819435.0,0.02455929721649297,0.030888505056569898,0.018689348921419914,1.408,1.36867,-166660230.0,1.44,0.03991021533955885
2010-09-15,68.05468750000001,0.009635345675920011,10268370.0,0.030733531016319926,0.030487540007203207,0.021098185340399915,1.46533,1.386,-156391860.0,1.46667,-0.04846946873522882
2010-09-16,58.947059752328954,0.00687349630344181,40282200.0,0.02969005571970218,0.031225954187265356,0.02281655941626037,1.396,1.38933,-196674060.0,1.544,-0.03449208268892488
2010-09-17,53.62595419847327,0.0015535983431551187,17622900.0,0.02475855734520427,0.03105130175867919,0.02320495900204915,1.34867,1.32,-214296960.0,1.42133,0.03972906207519152
2010-09-20,57.41180461329715,0.0014144654953385342,14212125.0,0.02497304087122232,0.030808488959364073,0.023558575375883784,1.40333,1.344,-200084835.0,1.42333,-0.013386139625286349
2010-09-21,58.21708389069369,-0.00015250553838423372,11940000.0,0.023367943452903495,0.03094200146042035,0.02352044899128773,1.38467,1.378,-212024835.0,1.43667,-0.04429847228649539
2010-09-22,46.27294462440229,-0.0051701493055777425,14442240.0,0.017057762359315554,0.03157150024838359,0.022227911664893296,1.32467,1.32,-226467075.0,1.39667,-0.01572690831020416
2010-09-23,39.97272581421468,-0.009565842179901331,10021140.0,0.010270608940016634,0.029481325509157896,0.019836451119917966,1.304,1.3,-236488215.0,1.34267,0.027233150458358852
2010-09-24,44.06989156694197,-0.00970292930190901,8597805.0,0.0077077894925317025,0.029557307198062568,0.017410718794440713,1.34,1.31,-227890410.0,1.346,0.021169851423148454
2010-09-27,49.93757566585958,-0.00760928704501106,6278955.0,0.007899109988176889,0.02896586852889328,0.015508397033187949,1.36867,1.33667,-221611455.0,1.38733,0.04150359198549601
2010-09-28,52.96281814303997,-0.0023381038323629175,18216975.0,0.012585767242734303,0.029538357408396217,0.01492387107509722,1.42667,1.384,-203394480.0,1.43267,0.02673741570394506
2010-09-29,57.191152487088885,0.0034194717512775405,29541855.0,0.019198210764194146,0.029695244085598857,0.015778739012916605,1.46533,1.40867,-173852625.0,1.46867,-0.07410324757934697
2010-09-30,51.2171002586338,2.5945777875950593e-05,32949375.0,0.015811171235261545,0.03272722193993551,0.015785225457385595,1.36067,1.346,-206802000.0,1.47667,0.00926122200985114
2010-10-01,49.36838780988473,-0.0014383899427077365,7837770.0,0.013987238029000926,0.03274652136800937,0.015425627971708662,1.37333,1.354,-198964230.0,1.38333,0.018755103134872848
2010-10-04,49.314765344672246,-0.0007621776723146633,9653985.0,0.014472905881315334,0.032782975468892486,0.015235083553629998,1.39933,1.35333,-189310245.0,1.41133,0.006176707095064149
2010-10-05,45.09135743274483,0.00011601748804263012,4979040.0,0.015380105413683287,0.031440230064575435,0.015264087925640657,1.408,1.40067,-184331205.0,1.41867,-0.03174869831458019
2010-10-06,47.135901475010755,-0.002286765611283449,4700355.0,0.012405630911536347,0.030726217981209177,0.014692396522819796,1.364,1.35467,-189031560.0,1.41733,-0.0014673516939497316
2010-10-07,51.29843564317859,-0.003934490578454552,2113800.0,0.009774283299751607,0.030063274419273738,0.01370877387820616,1.362,1.356,-191145360.0,1.376,0.0
2010-10-08,45.494385697154705,-0.004885980443253441,3993285.0,0.007601298324139361,0.03002171657794569,0.012487278767392801,1.362,1.35933,-191145360.0,1.386,-0.00934603476904862
2010-10-11,46.09640789996906,-0.006148638626032673,2567910.0,0.004801480484851961,0.030076059875440653,0.010950119110884634,1.34933,1.338,-193713270.0,1.38,0.0
2010-10-12,53.140121224469,-0.00671755666206472,3658680.0,0.0025531732833037335,0.0300411391327749,0.009270729945368454,1.34933,1.33533,-193713270.0,1.352,0.014713396162380942
2010-10-13,58.33312074287608,-0.005530164243746482,4788000.0,0.0023580246406853522,0.029892306659666863,0.007888188884431834,1.36933,1.35733,-188925270.0,1.39,0.010172066812386693
2010-10-14,55.8555636638828,-0.003674497150627562,4419300.0,0.0032950674461473817,0.028612735548826346,0.006969564596774944,1.38333,1.36,-184505970.0,1.402,-0.010172066812386742
2010-10-15,50.09287402904423,-0.0032757652379550063,4245675.0,0.002874858049331186,0.02814225040250168,0.006150623287286192,1.36933,1.35,-188751645.0,1.39333,-0.015202647469397245
2010-10-18,37.73507767784135,-0.00422867376602614,2440935.0,0.0008647810797535183,0.02826397756732316,0.005093454845779658,1.34867,1.348,-191192580.0,1.376,-0.008937475238411046
2010-10-19,27.917753672936968,-0.005416512325534077,3676905.0,-0.0016771855611379394,0.027964412290834215,0.0037393267643961382,1.33667,1.33333,-194869485.0,1.36067,0.029486093196561616
2010-10-20,53.52951557398748,-0.0033584681715396365,4686660.0,-0.000458758450028407,0.028321055334452925,0.0028997097215112295,1.37667,1.336,-190182825.0,1.37933,0.0048260963236333105
2010-10-21,52.26592948427446,-0.0014938799745988578,6256485.0,0.0010323597532626572,0.028287355261192894,0.002526239727861515,1.38333,1.36333,-183926340.0,1.39667,-0.0014468327742923322
2010-10-22,45.42357368046374,-0.00039754713206197707,2415315.0,0.0020293058127840435,0.027845094437639755,0.0024268529448460206,1.38133,1.37,-186341655.0,1.39533,0.006256943983852922
2010-10-25,45.42357368046374,0.000841627121968086,1779210.0,0.0034788868473061285,0.027432411575039582,0.0026372597253380425,1.39,1.382,-184562445.0,1.39867,0.024166065847183747
2010-10-26,66.07200257152036,0.003719955229436311,9912615.0,0.007287203762133432,0.027567422142177698,0.0035672485326971206,1.424,1.36733,-174649830.0,1.458,-0.016997576368571136
2010-10-27,59.10572222754716,0.0037648834690851094,5347500.0,0.008273352869053507,0.026697495307132908,0.004508469399968398,1.4,1.37667,-179997330.0,1.42533,0.009009294157587666
2010-10-28,61.44670853476707,0.004363149152309027,3362850.0,0.009962405840354682,0.025234383670350295,0.0055992566880456555,1.41267,1.39733,-176634480.0,1.43333,0.03021141899569383
2010-10-29,71.16552244136673,0.007223579022693874,4184325.0,0.014628730466412998,0.024912757970216456,0.007405151443719124,1.456,1.40333,-172450155.0,1.45667,-0.019887383635149445
2010-11-01,63.89581700277918,0.00674060532710187,6836760.0,0.015830908102596464,0.024212918211601726,0.009090302775494594,1.42733,1.42067,-179286915.0,1.51667,-0.007496518932720594
2010-11-02,58.72401592215837,0.005321362250376814,4836975.0,0.015742005588465613,0.024119595267678744,0.010420643338088799,1.41667,1.40333,-184123890.0,1.45867,0.02417133019635321
2010-11-03,61.644633194054414,0.006269770794626595,5612985.0,0.018257856831372044,0.022918318173865075,0.011988086036745449,1.45133,1.41067,-178510905.0,1.5,0.1343372249654744
2010-11-04,79.86437891708623,0.019743081967835207,28122015.0,0.03666693849653946,0.03288809780501869,0.01692385652870425,1.66,1.47667,-150388890.0,1.68867,-0.018648714995873977
2010-11-05,78.2547416743849,0.025041348090359034,14810790.0,0.04822554164165305,0.03303158121536792,0.023184193551294013,1.62933,1.58133,-165199680.0,1.66467,0.02185441461935941
2010-11-08,81.56186378826875,0.029135559836024394,7640625.0,0.05960364334632451,0.033042287676007025,0.030468083510300115,1.66533,1.602,-157559055.0,1.66667,-0.01410829096170092
2010-11-09,76.32294291553404,0.028407760450926432,14349735.0,0.06597778407395816,0.032569681436238715,0.037570023623031724,1.642,1.60333,-171908790.0,1.71267,0.17566628861514308
2010-11-10,85.3161223635961,0.04624351334946698,45915570.0,0.09537441530986546,0.04501780773825728,0.049130901960398474,1.95733,1.60333,-125993220.0,1.998,-0.046001221749694544
2010-11-11,77.15153673246834,0.04893458487589247,29171910.0,0.11029913305526406,0.043481115091445935,0.06136454817937159,1.86933,1.822,-155165130.0,1.94,0.062217820733043994
2010-11-12,79.67009574352221,0.055154735360004314,40029195.0,0.130307967379377,0.04448872110833044,0.07515323201937268,1.98933,1.87133,-115135935.0,2.03333,0.03166496687064846
2010-11-15,80.25654092827816,0.05956127562615392,39363495.0,0.14960482655206508,0.044615050350564886,0.09004355092591117,2.05333,2.01467,-75772440.0,2.196,-0.03737663229885722
2010-11-16,76.4816918960525,0.05357261472606506,20212965.0,0.1570093193334925,0.045536508499182,0.10343670460742743,1.978,1.89467,-95985405.0,2.09333,-0.006085211475545563
2010-11-17,75.36698299179389,0.04530184844765189,11249115.0,0.1600640151669923,0.0449364182134925,0.11476216671934042,1.966,1.90733,-107234520.0,2.05,0.013474426267530084
2010-11-18,74.98486950530265,0.03839884694853643,14343720.0,0.16276072540501096,0.04486261535887073,0.12436187845647453,1.99267,1.928,-92890800.0,2.04933,0.03613892270494172
2010-11-19,78.54646225360926,0.03560521411457854,17183295.0,0.16886839609969773,0.04499528172408519,0.1332631819851192,2.066,0.535333,-75707505.0,2.09133,0.0748928251878654
2010-11-22,81.92344678637302,0.04102638407032971,22944330.0,0.18454616207303132,0.046109989013806585,0.1435197780027016,2.22667,2.1,-52763175.0,2.23,0.034430303285722955
2010-11-23,82.52057926829269,0.045942932884468074,23669550.0,0.20094844410828672,0.04610856457653864,0.15500551122381864,2.30467,2.146,-29093625.0,2.37867,0.025700978153242533
2010-11-24,80.28676299932091,0.04903203014406937,21374385.0,0.21629554890390534,0.04612647248517151,0.16726351875983597,2.36467,2.28867,-7719240.0,2.398,-0.0042378870631914044
2010-11-26,81.7390999947491,0.046234790207972,5141310.0,0.22505700651980098,0.04628781265143607,0.17882221631182899,2.35467,2.31667,-12860550.0,2.4,-0.02842972744267343
2010-11-29,76.57803625944436,0.03621557648157353,17183145.0,0.22409168691379588,0.04678467866126085,0.18787611043222235,2.28867,2.222,-30043695.0,2.39667,0.02870998222157792
2010-11-30,79.33124450036597,0.03057850189339198,33338370.0,0.22609923779896235,0.04642403179124414,0.19552073590557037,2.35533,2.22733,3294675.0,2.35533,-0.028129027473842338
2010-12-01,67.21912235116307,0.019490583947134987,19487625.0,0.2198839658394891,0.046945670319415864,0.20039338189235412,2.29,2.23,-16192950.0,2.428,-0.05998645212758903
2010-12-02,64.20618597476567,0.001183405842122287,30104505.0,0.20187263919500698,0.048984999200676706,0.2006892333528847,2.15667,2.08,-46297455.0,2.28667,-0.026947119234749108
2010-12-03,55.79765142411402,-0.015842165090433374,16552350.0,0.18088652698984298,0.04955193752711149,0.19672869208027635,2.09933,2.058,-62849805.0,2.15,-0.03818910661708178
2010-12-06,48.30482082796994,-0.032496426008254115,19115625.0,0.15610815956995872,0.05039139774292027,0.18860458557821283,2.02067,1.97067,-81965430.0,2.09667,0.04041115528873521
2010-12-07,56.48601902565582,-0.03763302383508926,19673220.0,0.14156330578435128,0.05062656175555943,0.17919632961944054,2.104,2.00333,-62292210.0,2.16,0.02534157196047946
2010-12-08,59.47380886590614,-0.037067303430873555,9899700.0,0.1328622003308486,0.05063530128637668,0.16992950376172217,2.158,2.10133,-52392510.0,2.166,-0.00993332451028824
2010-12-09,57.14299886902519,-0.0376800371630156,6089745.0,0.1228294573079527,0.05050311994101501,0.1605094944709683,2.13667,2.11,-58482255.0,2.18133,-0.01667806473386072
2010-12-10,51.82115279538965,-0.03980748764614639,6413715.0,0.11075013491328534,0.050809103453160004,0.15055762255943173,2.10133,2.07533,-64895970.0,2.19467,-0.03125435641652784
2010-12-13,39.13018604544726,-0.04455321336064744,6154965.0,0.09486610585862243,0.05133752869573585,0.13941931921926987,2.03667,2.02667,-71050935.0,2.118,-0.06841015705206753
2010-12-14,28.366195669693184,-0.05505757334029404,26485275.0,0.07059735254390231,0.05308495612607242,0.12565492588419636,1.902,1.85067,-97536210.0,2.026,0.03681650691399035
2010-12-15,29.22779676850888,-0.05534875171320089,11143500.0,0.05646898624269525,0.05321006338785803,0.11181773795589614,1.97333,1.902,-86392710.0,1.998,0.04006664046917764
2010-12-16,35.154298128672266,-0.04850103368464105,11851050.0,0.05119144585009483,0.053423964775764415,0.09969247953473588,2.054,1.97667,-74541660.0,2.06067,0.01769547726011466
2010-12-17,39.93206687548304,-0.040235195930881915,10124325.0,0.0493984846211335,0.04816756797526155,0.08963368055201541,2.09067,2.04733,-64417335.0,2.10267,0.010780313726233746
2010-12-20,37.11834092747945,-0.032316198400429874,7849800.0,0.049238432551478084,0.04791167934509527,0.08155463095190796,2.11333,2.084,-56567535.0,2.146,0.01751451900794246
2010-12-21,42.35567796517177,-0.02401922208071082,11665170.0,0.051530603351019444,0.04787703692035386,0.07554982543173026,2.15067,2.114,-44902365.0,2.17933,0.01140095566897846
2010-12-22,51.16238506964344,-0.016674740498825433,12498840.0,0.05470639980819847,0.047687348642543176,0.0713811403070239,2.17533,2.11333,-32403525.0,2.19067,-0.081037687629892
2010-12-23,44.89804843382713,-0.022654257523866392,23287875.0,0.04306331840219091,0.03907277621821209,0.0657175759260573,2.006,1.99467,-55691400.0,2.16533,-0.16355753094131753
2010-12-27,36.06519944496163,-0.04512935624190994,139528935.0,0.009305880623669882,0.04865096205389841,0.05443523686557982,1.70333,1.67067,-195220335.0,1.90533,0.033109259828876865
2010-12-28,34.57179577053394,-0.05368752809686228,60844050.0,-0.012674173255498022,0.0475818808586054,0.04101335484136426,1.76067,1.66667,-134376285.0,1.78333,0.04877204319788249
2010-12-29,36.51181246566145,-0.05099519199030826,49791450.0,-0.022730635146521072,0.0481243249008458,0.02826455684378719,1.84867,1.76667,-84584835.0,1.86733,-0.0453700429445461
2010-12-30,34.67705865787599,-0.052125166650811426,30616005.0,-0.036891901469727095,0.048340000978651446,0.01523326518108433,1.76667,1.75867,-115200840.0,1.86,0.004889902459554125
2010-12-31,36.194162587027606,-0.04968714331039893,18178245.0,-0.04687566395691434,0.04836337069562152,0.002811479353484596,1.77533,1.76667,-97022595.0,1.8,-0.0003718309901996011
2011-01-03,38.26858667812943,-0.045622106735268286,19243560.0,-0.05421615406560076,0.04826274084920249,-0.008594047330332477,1.77467,1.72667,-116266155.0,1.8,0.0018746469417190584
2011-01-04,43.707627978727736,-0.04039177123123747,17836065.0,-0.05908376136937932,0.047685453178558504,-0.018691990138141847,1.778,1.73467,-98430090.0,1.79667,0.005983189827411923
2011-01-05,40.014708108926534,-0.03414474909453229,21703035.0,-0.06137292650630721,0.045304364533516155,-0.027228177411774922,1.78867,1.746,-76727055.0,1.79333,0.03838885126966702
2011-01-06,39.31443451241263,-0.023723841911819345,30916755.0,-0.056882979801549105,0.04543567552846202,-0.03315913788972976,1.85867,1.78733,-45810300.0,1.86667,0.012829803870715665
2011-01-07,38.46136777171263,-0.01411464671916536,22708245.0,-0.050802446288686465,0.04517460636322194,-0.036687799569521104,1.88267,1.86,-23102055.0,1.90533,0.007408734878322421
2011-01-10,37.86436045078756,-0.006123953270051587,20139180.0,-0.044342741157085586,0.045254454089947466,-0.038218787887034,1.89667,1.87,-2962875.0,1.912,-0.05379748659705991
2011-01-11,31.493935013512697,-0.006785727001639978,25660515.0,-0.04670094663908397,0.045897061606288383,-0.039915219637443995,1.79733,1.79467,-28623390.0,1.914,0.0
2011-01-12,29.67741935483872,-0.006480895495313582,14470830.0,-0.04801633900658597,0.045400659142787,-0.04153544351127239,1.79733,1.768,-28623390.0,1.82667,-0.02782995310742629
2011-01-13,34.07407407407409,-0.008719548407730454,10852830.0,-0.052434879020935465,0.04539634941905586,-0.04371533061320501,1.748,1.744,-39476220.0,1.798,-0.018085909480121096
2011-01-14,51.23825789923143,-0.011266462630144122,17071785.0,-0.05779840890088517,0.04440746421557027,-0.046531946270741045,1.71667,1.70733,-56548005.0,1.772,-0.004284886882868003
2011-01-18,44.74685875659969,-0.012316411315243712,24338085.0,-0.06192746041479569,0.04425961560150241,-0.049611049099551975,1.70933,1.65,-80886090.0,1.70933,-0.06484863222418714
2011-01-19,25.720978759424426,-0.01872610756995302,35572710.0,-0.07301868356199326,0.04516883062912213,-0.05429257599204024,1.602,1.58333,-116458800.0,1.698,-0.060468579060403184
2011-01-20,25.12740629627494,-0.02726581285079157,34197870.0,-0.0883748420555297,0.045215643947459465,-0.06110902920473813,1.508,1.49133,-150656670.0,1.63,0.0183973651397161
2011-01-21,27.81228561363173,-0.02884500177351168,17232990.0,-0.09716528142162772,0.04504007882493285,-0.06832027964811604,1.536,1.514,-133423680.0,1.57267,0.06103507678395468
2011-01-24,38.82488116598988,-0.021530587629613768,24677835.0,-0.09523351418513326,0.04693979870557852,-0.0737029265555195,1.63267,1.54867,-108745845.0,1.654,0.007724260491560931
2011-01-25,39.710239347262934,-0.014337518430126178,19071855.0,-0.09162482459317722,0.04701295508522604,-0.07728730616305104,1.64533,1.60133,-89673990.0,1.65933,0.0028343159114930386
2011-01-26,39.1438458045626,-0.008074803493592575,16198005.0,-0.08738081053004176,0.04684704534372761,-0.07930600703644919,1.65,1.60667,-73475985.0,1.65867,0.0068431984819946065
2011-01-27,32.98793103448274,-0.0022800886991874714,13434825.0,-0.08215611791043353,0.045440030659827504,-0.07987602921124606,1.66133,1.63533,-60041160.0,1.672,-0.03719619480006092
2011-01-28,27.134887944734544,-0.001671512686908072,15081675.0,-0.08196542006988117,0.045127049823746775,-0.0802939073829731,1.60067,1.58333,-75122835.0,1.65667,0.003741422486621088
2011-01-31,26.177176091742524,-8.751536563722517e-05,12467265.0,-0.08040330159001963,0.044301042392034404,-0.0803157862243824,1.60667,1.56667,-62655570.0,1.608,-0.00791713371302039
2011-02-01,30.523573248529672,0.0008335450597911631,10616865.0,-0.07927385489964345,0.04403100999715481,-0.08010739995943461,1.594,1.56933,-73272435.0,1.64867,0.0012539186595936812
2011-02-02,30.788755510601334,0.0022251112830511816,8542080.0,-0.07732601085562063,0.04391733461566358,-0.07955112213867181,1.596,1.578,-64730355.0,1.612,-0.013035724887544762
2011-02-03,32.57020572143823,0.0023868153068482834,7681005.0,-0.07656760300511145,0.043625944990419885,-0.07895441831195973,1.57533,1.54333,-72411360.0,1.59333,-0.007218132016952891
2011-02-04,33.940630719710526,0.0023598056834512326,8038770.0,-0.07600466120764571,0.04343747264239487,-0.07836446689109694,1.564,1.548,-80450130.0,1.578,-0.016763771039667114
2011-02-07,32.65855584121137,0.0012743462883763323,13425165.0,-0.07677153403062653,0.04140113347590147,-0.07804588031900286,1.538,1.52533,-93875295.0,1.55067,0.05973384042598285
2011-02-08,53.185963891716696,0.007280345657032089,52577745.0,-0.06894544824771276,0.031523005263877045,-0.07622579390474485,1.63267,1.53333,-41297550.0,1.68333,-0.05368584657148028
