Date,ATR_14,Volume,MACD_Histogram,Bollinger_Upper,Pct_change,EMA_20,SMA_20,High,Close,Open,rolling_logvol_30
2010-02-17,1.455214285714283,218841375.0,0.24618612683839003,86.99726116120979,0.004931630473814566,84.31928104616007,84.03125,85.1955,85.0751,85.0834,0.011431821108664265
2010-02-18,1.3882714285714255,251067139.0,0.3515385464662315,86.40255144463599,0.0060405453534582085,84.4402066608115,83.91788,85.764,85.589,84.9285,0.011441209295804845
2010-02-19,1.3112785714285684,288623529.0,0.418824179600382,86.31131471274537,0.002044655271121256,84.56628221692469,83.89777000000001,86.0606,85.764,85.3594,0.011401015699622636
2010-02-22,1.2572857142857106,171535731.0,0.447155601845751,86.52538914681627,0.00010144116412486117,84.68117914864615,83.97328,86.0706,85.7727,86.0427,0.011560292446577528
2010-02-23,1.254014285714282,268938384.0,0.38064580173689855,86.52917863418757,-0.012306946149532406,84.68460018210843,83.975005,85.7909,84.7171,85.5497,0.011718120250926245
2010-02-24,1.2672714285714253,228569405.0,0.37567296676393913,86.677003163151,0.009432570283921377,84.76380016476477,84.03448,85.6598,85.5162,84.9698,0.01161235871915949
2010-02-25,1.184828571428568,336514535.0,0.3500454711641249,86.76301992485347,-0.0013985654180142624,84.82406681573956,84.06755000000001,85.4694,85.3966,84.2776,0.011482200308647668
2010-02-26,1.1144142857142814,224990360.0,0.3236898963740051,86.91324656836568,0.0007412473096118362,84.8846223570977,84.15172,85.7468,85.4599,85.4787,0.011642669200860415
2010-03-01,1.098399999999996,191447624.0,0.3484419376442012,87.17714296358258,0.010077240904798584,85.02142975165982,84.32529000000001,86.4101,86.3211,85.7909,0.011490073267488682
2010-03-02,1.0221857142857098,208663481.0,0.36392595732974486,87.46674556760094,0.002859092388766979,85.16871263245413,84.44616500000001,86.9883,86.5679,86.705,0.011229416959585464
2010-03-03,0.993549999999996,195433542.0,0.36104059958876494,87.68348475111827,0.0008744580843477995,85.30917809602992,84.519955,87.1653,86.6436,86.7901,0.011098066609420691
2010-03-04,0.9261928571428533,175973012.0,0.3583187605627043,87.96854510420145,0.003106980781038621,85.46190399164612,84.62883500000001,87.0323,86.9128,86.7671,0.010796949122823356
2010-03-05,0.9296785714285676,228268909.0,0.41674985870733483,88.40317326714458,0.014225752708461688,85.7178369448227,84.92994,88.2105,88.1492,87.4736,0.009879354573086694
2010-03-08,0.8560642857142824,148574314.0,0.4316974072357773,88.75037575439293,0.00019625816229762571,85.95104295007768,85.22382,88.36,88.1665,88.1569,0.009857751002617978
2010-03-09,0.88090714285714,200322108.0,0.4255553439856754,88.92536191536672,0.0016060521853538117,86.17552457387981,85.55426,88.7235,88.3081,87.8919,0.009814791677471396
