Date,OBV,Volume,ATR_14,Bollinger_Upper,EMA_20,SMA_20,High,Close,Open,Low,rolling_logvol_30
2010-02-17,836533073.0,947342469.0,0.01784571428571429,0.4101618111452351,0.389196475509949,0.38158185,0.410388,0.409058,0.409708,0.397346,0.030475516439513007
2010-02-18,-804508547.0,1641041620.0,0.01891064285714286,0.4083624037605736,0.38852709688995385,0.38080395,0.388561,0.382168,0.386492,0.371694,0.030412384098190092
2010-02-19,-1361190735.0,556682188.0,0.017232214285714285,0.40741119367583317,0.3877325162337678,0.38026719999999997,0.384745,0.380184,0.380583,0.378386,0.030283892432260238
2010-02-22,-863753418.0,497437317.0,0.01578507142857143,0.40754912800158194,0.3870762765924566,0.38043695000000005,0.387422,0.380842,0.382168,0.378386,0.03049482797505669
2010-02-23,-1395353667.0,531600249.0,0.016117285714285712,0.40716756234513063,0.3856112978693655,0.3798318,0.383548,0.371694,0.381699,0.367783,0.030784738632149266
2010-02-24,-910815924.0,484537743.0,0.01621935714285714,0.40729223773105583,0.3850335552151402,0.38022435000000004,0.383068,0.379545,0.37422,0.37377,0.030242639044057953
2010-02-25,-1538932669.0,628116745.0,0.015625357142857142,0.40706220877539856,0.3841749309089364,0.3799403,0.376967,0.376018,0.370757,0.361341,0.030140467807378144
2010-02-26,-1965821550.0,426888881.0,0.015095428571428569,0.4069966498572112,0.38296541367951387,0.3800655,0.376967,0.371475,0.375119,0.36919,0.031013366098118198
2010-03-01,-1363806453.0,602015097.0,0.015317857142857142,0.4055399862848987,0.38328223142432205,0.38173345,0.388122,0.386292,0.370107,0.368741,0.030543416831459235
2010-03-02,-1950836898.0,587030445.0,0.015085928571428566,0.4059113649844166,0.3835526855743866,0.38204235,0.39458,0.386122,0.38879,0.383328,0.03040036574506986
2010-03-03,-2383768404.0,432931506.0,0.015188714285714278,0.40576962012032924,0.3833287155196831,0.38191255,0.390439,0.381201,0.38879,0.378167,0.03040037912944351
2010-03-04,-1776540299.0,607228105.0,0.014284214285714275,0.40540451245075265,0.38319731404161805,0.3816639,0.385862,0.381949,0.382848,0.377217,0.030775767086481286
2010-03-05,-1090666260.0,685874039.0,0.014048571428571419,0.40599689147527984,0.38419309365670207,0.3831182,0.396428,0.393653,0.381451,0.379286,0.030189916779812233
2010-03-08,-1566505170.0,475838910.0,0.01402642857142856,0.4062585869774703,0.3845453704513018,0.38391665,0.395049,0.387892,0.394331,0.386292,0.030767005239661225
2010-03-09,-668268402.0,898236768.0,0.014412857142857128,0.40843073427173787,0.3862458113607017,0.38547535,0.406344,0.4024,0.392015,0.391587,0.030104746709918567
2010-03-10,-212019006.0,456249396.0,0.012220571428571417,0.4099993686423601,0.38786982932634917,0.3872267,0.407693,0.403298,0.40307,0.401021,0.030110906262472075
2010-03-11,-795066325.0,583047319.0,0.012538785714285702,0.41042077380776043,0.3884662265333635,0.38816485,0.401501,0.394132,0.400772,0.392484,0.02937789681683054
2010-03-12,-229251126.0,565815199.0,0.012340499999999989,0.41073612459175135,0.38913696686351934,0.38831610000000005,0.399673,0.395509,0.396907,0.393413,0.028070050105320894
2010-03-15,-620586292.0,391335166.0,0.011871928571428563,0.410220339649244,0.3895442081146127,0.38810045,0.398945,0.393413,0.394331,0.38974,0.025462343895902774
2010-03-16,104489008.0,725075300.0,0.012240571428571422,0.41062630591641225,0.3912079025798877,0.3881929,0.409488,0.407013,0.392953,0.392953,0.02561716852334228
2010-03-17,814495471.0,710006463.0,0.01190371428571428,0.41220496724146627,0.39347295947704125,0.38848954999999996,0.420501,0.414991,0.410388,0.409488,0.02653644310247018
2010-03-18,6579516.0,807915955.0,0.012706142857142852,0.41348378622674953,0.3941272490506564,0.3893983,0.415688,0.400343,0.413604,0.396677,0.0241008349619762
2010-03-19,-630865271.0,637444787.0,0.012535642857142851,0.4139894380085731,0.3942588443791653,0.39016455,0.407433,0.395509,0.405594,0.390439,0.02401590769100533
2010-03-22,-156195113.0,474670158.0,0.012666142857142852,0.415174298426725,0.394990383009721,0.39121945,0.403518,0.40194,0.393413,0.390439,0.024212804827918974
2010-03-23,382018592.0,538213705.0,0.01252421428571428,0.4166694170114389,0.3964349179611762,0.39314265000000004,0.412225,0.410158,0.40282,0.40214,0.025084370324737818
2010-03-24,-93756573.0,475775165.0,0.012953071428571427,0.41665517487825393,0.39643425910773084,0.39398679999999997,0.407912,0.396428,0.407693,0.395509,0.024887364212614935
2010-03-25,446171527.0,539928100.0,0.012319142857142858,0.41612516701846763,0.39653823443080405,0.3950622,0.404695,0.397526,0.4024,0.396677,0.023546227551673755
2010-03-26,446171527.0,375821026.0,0.012467428571428577,0.41427159861486784,0.39663230734215604,0.39636475,0.405164,0.397526,0.40262,0.394331,0.023536371745387603
2010-03-29,876241899.0,430070372.0,0.011787857142857152,0.4146375619454868,0.3972025637857602,0.39718115000000004,0.403518,0.40262,0.401721,0.39458,0.023298373124474723
2010-03-30,1229629172.0,353387273.0,0.012164285714285723,0.41499339569705745,0.39786860532997353,0.39808485,0.409288,0.404196,0.407013,0.397346,0.023341848025726062
2010-03-31,804653222.0,424975950.0,0.011929571428571437,0.41389608817900597,0.3979711191080713,0.39897204999999997,0.404435,0.398945,0.403518,0.396907,0.019713329139139164
2010-04-01,434345332.0,370307890.0,0.012536357142857153,0.41240613878682275,0.3976719649073026,0.39961610000000003,0.405414,0.39483,0.400343,0.390659,0.019834301605552412
2010-04-05,885355260.0,451009928.0,0.01235535714285715,0.4124559151483471,0.3979672063447024,0.39997205,0.401501,0.400772,0.397526,0.396907,0.020422431861973036
2010-04-06,4110685.0,881244575.0,0.012368928571428576,0.41205164770119496,0.3972959485975879,0.4001234,0.396677,0.390919,0.396428,0.384047,0.01987870201273066
2010-04-07,895374171.0,891263486.0,0.012474071428571432,0.41191421636410885,0.3969261439692462,0.39967405,0.400103,0.393413,0.388361,0.385143,0.019822270215697848
2010-04-08,-235840117.0,1131214288.0,0.011739571428571429,0.4122144655596214,0.39597336835312746,0.39885525000000005,0.393653,0.386922,0.390919,0.384925,0.019759970689138626
2010-04-09,655553743.0,891393860.0,0.011016571428571428,0.41247725998816537,0.39535876184330576,0.39862465,0.390919,0.38952,0.384925,0.384047,0.019831047582585068
2010-04-12,1251379476.0,595825733.0,0.010722785714285714,0.4124901280547708,0.3954843083344195,0.39868305,0.398226,0.396677,0.390189,0.38926,0.018907509786140884
2010-04-13,1951652123.0,700272647.0,0.010678642857142857,0.4130991048236958,0.39638246944542715,0.39925815,0.406344,0.404915,0.398445,0.396677,0.019002818038709974
2010-04-14,2933187368.0,981535245.0,0.010501571428571428,0.41364020976805616,0.39767061521252933,0.3994029,0.415688,0.409908,0.412225,0.403518,0.01881623535861663
2010-04-15,3977247903.0,1044060535.0,0.010500714285714283,0.41308345484848924,0.399123413763717,0.39929960000000003,0.415468,0.412925,0.410607,0.407213,0.021492386181453733
2010-04-16,1886254271.0,2090993632.0,0.011907428571428565,0.4130834801132854,0.3983629934052678,0.3988394,0.397726,0.391139,0.396907,0.382398,0.020780125484981996
2010-04-19,692872016.0,1193382255.0,0.01233264285714285,0.4133413560537817,0.39749604165238517,0.39852695000000005,0.390439,0.38926,0.388122,0.376248,0.02061187078880891
2010-04-20,1432289199.0,739417183.0,0.012235785714285704,0.41308596816405796,0.3968448948283485,0.3979629,0.396208,0.390659,0.392255,0.385622,0.019959632487381848
2010-04-21,456133230.0,976155969.0,0.012924142857142848,0.4123517972208806,0.39529614293993437,0.39648415,0.393183,0.380583,0.392484,0.376018,0.019976331918899637
2010-04-22,1172426933.0,716293703.0,0.012880071428571418,0.4128822249150184,0.39404584361232153,0.39577115,0.383328,0.382168,0.37467,0.36919,0.019706671988358442
2010-04-23,351486898.0,820940035.0,0.01325149999999999,0.4137729835106751,0.3924192870778147,0.3947432,0.381949,0.376967,0.381031,0.370297,0.01979025520496482
2010-04-26,351486898.0,0.0,0.01265649999999999,0.4138883862314032,0.39129202164183235,0.39389605000000005,0.385143,0.380583,0.377447,0.376748,0.020399066895594894
2010-04-27,-310017764.0,661504662.0,0.012513499999999995,0.41448273802968283,0.38925173386641976,0.39225849999999995,0.381699,0.369869,0.377917,0.368741,0.019252066762377756
2010-04-28,422843890.0,732861654.0,0.012805857142857138,0.41405708657871715,0.3874684258791417,0.39057505,0.375818,0.370527,0.370297,0.362997,0.019752936491538066
2010-04-29,1499119284.0,1076275394.0,0.013460214285714284,0.4131672330132974,0.3869189567477949,0.38971275000000005,0.382168,0.381699,0.37399,0.366135,0.021385793481814935
2010-04-30,334560423.0,1164558861.0,0.014373857142857141,0.41473698191589814,0.3843687703908621,0.38797834999999997,0.377917,0.360142,0.377447,0.359942,0.021368278004959215
2010-05-03,-841871882.0,1176432305.0,0.014631928571428572,0.4152880003880322,0.3816935541631609,0.3857537,0.364117,0.356279,0.361569,0.350837,0.022783818203006876
2010-05-04,-2271745304.0,1429873422.0,0.015410285714285713,0.41935250229947973,0.37755454900476465,0.38311945,0.351515,0.338234,0.350837,0.333212,0.022329620371273798
2010-05-05,-3722390512.0,1450645208.0,0.01572085714285714,0.4223901232013391,0.373265068147168,0.38007455,0.340873,0.332515,0.338234,0.32827,0.021910479133645373
2010-05-06,-4815758138.0,1093367626.0,0.016268571428571427,0.4256550318620927,0.3687221092760091,0.37700665,0.337157,0.325564,0.330647,0.298962,0.021916087592428052
2010-05-07,-6073720505.0,1257962367.0,0.016623285714285712,0.427984391849984,0.36409181315448447,0.37353585,0.328469,0.320104,0.321481,0.308612,0.023674616253566087
2010-05-10,-5006310863.0,1067409642.0,0.017533142857142858,0.4264446849802326,0.3612145928540574,0.37039605,0.343428,0.333881,0.339333,0.330168,0.023429882634445003
2010-05-11,-5910297620.0,903986757.0,0.01697464285714286,0.4229834490562773,0.3582577744870043,0.3666587,0.336937,0.330168,0.331586,0.327591,0.023841495594705338
2010-05-12,-4928841623.0,981455997.0,0.016555142857142855,0.4169552796904805,0.3562024626310991,0.36299715,0.338433,0.336677,0.332286,0.330417,0.02381461913644082
2010-05-13,-6283584270.0,1354742647.0,0.01698164285714285,0.40893081126655806,0.3542743233328992,0.35914875,0.350587,0.335957,0.335008,0.332745,0.03199351874263703
2010-05-14,-9000879773.0,2717295503.0,0.019742642857142854,0.4090268762352214,0.34883562587262307,0.3544502,0.314111,0.297168,0.314111,0.288908,0.03174205684907862
2010-05-17,-8067549556.0,933330217.0,0.019747857142857133,0.407415783756257,0.3439774710276114,0.34987845,0.301469,0.297825,0.298065,0.288438,0.03192376459172828
2010-05-18,-8801767191.0,734217635.0,0.01995549999999999,0.4052101898037347,0.33864418807260077,0.3447444,0.302189,0.287978,0.300121,0.286461,0.03213724976235495
2010-05-19,-7900562280.0,901204911.0,0.01940999999999999,0.4026132844245312,0.3342545511133055,0.3403429,0.293053,0.292553,0.286841,0.284657,0.032211102689853714
2010-05-20,-9130996904.0,1230434624.0,0.019084857142857133,0.39907282023211077,0.32963640338822875,0.3355227,0.292553,0.285764,0.284397,0.275348,0.03258390662046192
2010-05-21,-7964756958.0,1166239946.0,0.019723928571428562,0.3945237550438043,0.3260456030655403,0.331271,0.299642,0.291933,0.278375,0.277415,0.03234183444434676
2010-05-24,-8689351802.0,724594844.0,0.018925714285714275,0.38863181263135227,0.3219896408688222,0.32641475,0.294402,0.283458,0.290337,0.28251,0.03255569430434598
2010-05-25,-7635425043.0,1053926759.0,0.019503285714285706,0.38306629728087377,0.31904148459560105,0.322473,0.292373,0.291034,0.272554,0.271684,0.032396508546458334
2010-05-26,-6550656181.0,1084768862.0,0.018012071428571422,0.3761139469843231,0.3165016289198295,0.31856530000000005,0.308352,0.292373,0.302589,0.291503,0.03458091259637576
2010-05-27,-5772980272.0,777675909.0,0.017820499999999993,0.36430385620750155,0.31583937854651245,0.31495775,0.309548,0.309548,0.299642,0.298962,0.033722154833739575
2010-05-28,-6367339509.0,594359237.0,0.017068714285714277,0.35682694499847023,0.3144470567801779,0.31201165,0.30908,0.30122,0.308852,0.296749,0.034298140143843484
2010-06-01,-6942472925.0,575133416.0,0.01733057142857142,0.34941678591120706,0.3119700037534943,0.3086196,0.300521,0.288438,0.297168,0.288208,0.03443332133969317
2010-06-02,-6235023572.0,707449353.0,0.01708821428571428,0.3452438469166989,0.3100426700626853,0.30629455,0.291933,0.291733,0.288908,0.287061,0.03432126812282179
2010-06-03,-6874366638.0,639343066.0,0.01631921428571428,0.3416749573274355,0.3082532729138582,0.3042315,0.291933,0.291254,0.286461,0.284857,0.03497672365675108
2010-06-04,-7605526986.0,731160348.0,0.014061214285714283,0.3396816562438672,0.3053162945411098,0.30182405,0.287758,0.277415,0.28179,0.275817,0.035728972653072594
2010-06-07,-8234257276.0,628730290.0,0.014411428571428572,0.3394411596639151,0.3013543617276708,0.29900465,0.280442,0.263716,0.278844,0.262508,0.03561445914937881
2010-06-08,-9289323923.0,1055066647.0,0.014288642857142859,0.3363466374423183,0.2970668987059879,0.29512740000000004,0.262508,0.256336,0.262278,0.249707,0.035558477110340735
2010-06-09,-10049468336.0,760144413.0,0.014782285714285715,0.33353278483742566,0.29260395597208433,0.2911293,0.264565,0.250206,0.258014,0.249258,0.036737262316972115
2010-06-10,-9383312983.0,666155353.0,0.014347999999999998,0.3260466293067062,0.28952100778426676,0.2873071,0.261331,0.260233,0.2545,0.2545,0.036480474388581194
2010-06-11,-8901267244.0,482045739.0,0.013494357142857141,0.3161487372322557,0.2872965308524318,0.28381745,0.267062,0.266164,0.257754,0.256786,0.035487928813259156
2010-06-14,-9309984344.0,408717100.0,0.013413071428571425,0.31528226040425716,0.28473333743791446,0.2819782,0.270557,0.260383,0.270087,0.259803,0.03708393846834441
2010-06-15,-8733666163.0,576318181.0,0.01295435714285714,0.31339866338290245,0.28363711482477977,0.28074809999999994,0.27465,0.273223,0.263477,0.262998,0.03618993469051259
2010-06-16,-9129497550.0,395831387.0,0.012271499999999996,0.3126531767935594,0.28232472293670546,0.27984204999999995,0.273922,0.269857,0.270557,0.266164,0.03706127272946629
2010-06-17,-8192849749.0,936647801.0,0.011852142857142856,0.311489242211364,0.2821235112284478,0.279225,0.280911,0.280212,0.278844,0.269607,0.037008084896675016
2010-06-18,-7175728300.0,1017121449.0,0.011353785714285714,0.31118692294168293,0.2821155577781194,0.2790388,0.285534,0.28204,0.28114,0.279712,0.037110887497833006
2010-06-21,-7806377670.0,630649370.0,0.011558214285714286,0.30980815786723437,0.2814710284659176,0.27820955,0.288678,0.275348,0.286661,0.272804,0.03647985361978728
2010-06-22,-8697469300.0,891091630.0,0.012536928571428572,0.309313115052108,0.27990854956440164,0.2772899,0.28229,0.265065,0.279712,0.263716,0.0366318999959897
2010-06-23,-8027962853.0,669506447.0,0.012797428571428572,0.3077340809720078,0.2787751638916015,0.2761386,0.270756,0.268008,0.26731,0.260033,0.03712645423445444
2010-06-24,-8818393350.0,790430497.0,0.012711642857142857,0.3062621275323556,0.27648514828287757,0.27425645,0.267758,0.25473,0.266413,0.253772,0.03712184660440605
2010-06-25,-9367552837.0,549159487.0,0.011918428571428571,0.3000457858006674,0.2743437055892702,0.27147905000000006,0.256786,0.254,0.256086,0.249957,0.03035481128305402
2010-06-28,-8961930099.0,405622738.0,0.011507571428571428,0.29498020596598024,0.27245382886648256,0.26914305,0.258214,0.2545,0.255859,0.249957,0.031776149110842276
2010-06-29,-9681736367.0,719806268.0,0.011541857142857144,0.2939393470728509,0.2693906070696747,0.26673565,0.249258,0.24029,0.249258,0.238713,0.03158652198519018
2010-06-30,-10360921658.0,679185291.0,0.011401428571428573,0.2920934029078194,0.26603245401542,0.2638555,0.243289,0.23413,0.24029,0.23413,0.03160826995300028
2010-07-01,-9557340313.0,803581345.0,0.011518357142857144,0.28857603606292365,0.26336793458538,0.26119555,0.239592,0.238055,0.23457,0.227679,0.03147455075166031
2010-07-02,-10361041677.0,803701364.0,0.01163621428571429,0.2877037559716782,0.26066908367248665,0.2590763,0.239383,0.23503,0.237565,0.226979,0.03103713854603834
2010-07-06,-11137287315.0,776245638.0,0.011417428571428573,0.28839290872939416,0.2579865995132022,0.25751565,0.241589,0.232503,0.23503,0.230385,0.03231484031470176
2010-07-07,-10474271150.0,663016165.0,0.011769000000000003,0.2883704745222543,0.256634256702421,0.2568882,0.245183,0.243787,0.23413,0.232983,0.03208679708283787
2010-07-08,-11328117033.0,853845883.0,0.011830928571428572,0.28888208578006247,0.2547042322545714,0.25619635,0.245613,0.236369,0.244944,0.233442,0.032080643674819
2010-07-09,-10704966979.0,623150054.0,0.011738857142857145,0.28873079838936433,0.25305011489699314,0.2550515,0.238903,0.237336,0.236369,0.23437,0.030117369748127343
2010-07-12,-10088807704.0,616159275.0,0.011147714285714289,0.28758805961535655,0.2519585801448986,0.25382275,0.244684,0.241589,0.237336,0.237086,0.030937081181323243
2010-07-13,-9312837407.0,775970297.0,0.010567000000000005,0.28697573003641613,0.25181071536919397,0.2533239,0.252033,0.250406,0.246043,0.244265,0.03025138414220166
2010-07-14,-7835253594.0,1477583813.0,0.010798857142857148,0.28463242332492167,0.25191750438165167,0.25230935000000004,0.263227,0.252932,0.260233,0.249258,0.030409366242927727
2010-07-15,-8872119647.0,1036866053.0,0.010532928571428573,0.2824565119452217,0.2513389801548277,0.25110865000000004,0.253332,0.245843,0.253072,0.242819,0.032257616631543064
2010-07-16,-10274127922.0,1402008275.0,0.011258428571428574,0.27809020753145547,0.24934336299722504,0.24861729999999999,0.246512,0.230385,0.245843,0.229526,0.03245902004369442
2010-07-19,-9404355444.0,869772478.0,0.011410357142857147,0.27162598719437847,0.24843932842606076,0.24650785000000003,0.240769,0.239851,0.2339,0.232045,0.031698904007398374
2010-07-20,-8139414096.0,1264941348.0,0.011396000000000003,0.2661689214386449,0.2481920590521502,0.2450326,0.247161,0.245843,0.23413,0.231575,0.03184860835250302
2010-07-21,-8819971462.0,680557366.0,0.01166314285714286,0.2627859758445842,0.2472028153328978,0.2436696,0.248309,0.237805,0.247841,0.23541,0.03174564801473283
2010-07-22,-8316455085.0,503516377.0,0.01127364285714286,0.257655292345893,0.2466681662535742,0.24234865,0.244265,0.241589,0.24029,0.238903,0.030921527393378234
2010-07-23,-9205937867.0,889482782.0,0.010845428571428574,0.25576401786321473,0.2458011980389481,0.2414904,0.241589,0.237565,0.241119,0.23518,0.030800027536191384
2010-07-26,-8463024343.0,742913524.0,0.010732071428571433,0.25389299142525296,0.24542479822571495,0.24088285000000004,0.242819,0.241849,0.237336,0.233202,0.030613422600075334
2010-07-27,-9207032298.0,744007955.0,0.010271500000000003,0.25147258348663726,0.24489396029945637,0.2401504,0.243069,0.239851,0.242819,0.236837,0.02949885145902286
2010-07-28,-10635523099.0,1428490801.0,0.010010428571428575,0.2516049936696313,0.24369310693760338,0.23975015000000002,0.240091,0.232285,0.23564,0.231575,0.03456058829603556
2010-07-29,-13538123116.0,2902600017.0,0.011425571428571429,0.25646154269236476,0.24042023961021258,0.23851005,0.220113,0.209328,0.215738,0.20794,0.03358044737056588
2010-07-30,-12464985658.0,1073137458.0,0.011586785714285714,0.25898949079284006,0.23758821679019235,0.23714149999999998,0.21437,0.210684,0.207261,0.204515,0.03348451360251163
2010-08-02,-13463826534.0,998840876.0,0.011250071428571427,0.2608104456274061,0.23500495804826926,0.2359132,0.215278,0.210464,0.2146,0.209548,0.033523738189845775
2010-08-03,-14504951014.0,1041124480.0,0.010758571428571428,0.2630159738297857,0.23214391442462456,0.23453625000000003,0.209088,0.204964,0.20887,0.203376,0.03435812929032441
2010-08-04,-13572183466.0,932767548.0,0.0106795,0.26261320230461976,0.23038544638418415,0.2330309,0.21437,0.21368,0.206791,0.205882,0.03439124833982186
2010-08-05,-12699438047.0,872745419.0,0.009924857142857142,0.2624742416289946,0.22905607053807137,0.2320338,0.216885,0.216427,0.21437,0.210464,0.03353458520227528
2010-08-06,-11892827267.0,806610780.0,0.009723857142857142,0.2619880244018336,0.22809396858206457,0.2311147,0.22125,0.218954,0.215518,0.21368,0.033636571119711856
2010-08-09,-11384709834.0,508117433.0,0.009036428571428572,0.26086066889741355,0.2274202572885346,0.23008625,0.22148,0.22102,0.218954,0.215518,0.03430506083285566
2010-08-10,-12226395555.0,841685721.0,0.008836214285714286,0.25839961379967685,0.22593680421343607,0.22815815,0.217814,0.211844,0.217814,0.210924,0.03353219502824271
2010-08-11,-13093047523.0,866651968.0,0.009012428571428572,0.2554683362065998,0.22380996571691833,0.22569179999999997,0.207481,0.203605,0.207481,0.202917,0.0334029257060485
2010-08-12,-11669166451.0,1423881072.0,0.009389214285714287,0.2531741078866154,0.22205882612483088,0.2236708,0.210008,0.205423,0.199933,0.198324,0.034496101890326945
2010-08-13,-9709651518.0,1959514933.0,0.009619500000000001,0.25246847860942107,0.22141303316056127,0.22291545,0.218264,0.215278,0.212074,0.211614,0.03470074154663917
2010-08-16,-10597176673.0,887525155.0,0.009863357142857142,0.25039102183516354,0.22030588714526972,0.22141229999999998,0.216667,0.209788,0.212763,0.207021,0.03480670132432639
2010-08-17,-10072512560.0,524664113.0,0.009729285714285715,0.24656154487233106,0.21956561217905354,0.21974680000000002,0.216427,0.212533,0.211614,0.209788,0.033531424996552504
2010-08-18,-9694141795.0,378370765.0,0.008351357142857143,0.24407484797020787,0.21900507768581035,0.21854055000000003,0.215518,0.21368,0.211614,0.210464,0.035027950714622634
2010-08-19,-7934627668.0,1759514127.0,0.008615214285714283,0.2412657898272543,0.2197219274300189,0.2177877,0.227229,0.226532,0.215738,0.214819,0.0350677021081015
2010-08-20,-6511924852.0,1422702816.0,0.00887992857142857,0.23953763100219103,0.2205690771985885,0.2173403,0.23413,0.228617,0.225382,0.224694,0.034968112200952244
