Date,ATR_14,Volume,Bollinger_Upper,EMA_20,SMA_20,MACD_Histogram,High,Close,Open,Low,rolling_logvol_30
2010-03-04,0.11291714285714281,425457096.0,6.380833844008328,6.135279816215082,6.0565955,0.04873986158507451,6.34712,6.34052,6.3009,6.27912,0.020776521650201253
2010-03-05,0.11905499999999998,1066613140.0,6.473521310837099,6.178488405146979,6.0970794999999995,0.06299342249579125,6.61123,6.58897,6.46999,6.45898,0.018256801065278674
2010-03-08,0.11583714285714278,509560301.0,6.555001952898932,6.217956176085362,6.132626500000001,0.06879224772013716,6.62365,6.5929,6.6197,6.56808,0.0179346842285552
2010-03-09,0.12376357142857135,1091403320.0,6.648434330545674,6.2649203497915185,6.1760775,0.07612220105472299,6.77129,6.71108,6.5654,6.55773,0.017847295011044068
2010-03-10,0.12279785714285708,706940863.0,6.741781324404792,6.31268412600185,6.219193000000001,0.0798450640247858,6.78606,6.76644,6.73255,6.71659,0.017805259988404907
2010-03-11,0.12297428571428563,480515696.0,6.818703626831397,6.357796114001674,6.264891,0.07866823294908279,6.78636,6.78636,6.73649,6.72081,0.015659746634652125
2010-03-12,0.12060214285714276,492961102.0,6.89574284774595,6.401736484096753,6.306908,0.0751253688687208,6.85267,6.81917,6.83266,6.79326,0.01397294617117466
2010-03-15,0.12213642857142844,584760373.0,6.945605915545518,6.4335701522780155,6.342212999999999,0.06271180718995203,6.78636,6.73599,6.78636,6.62828,0.013879589853774812
2010-03-16,0.11807642857142842,530045466.0,6.9945822444807355,6.464099661584871,6.3738675,0.05171207633023625,6.7706,6.75413,6.74575,6.69627,0.013925097785650655
2010-03-17,0.11204999999999986,534536966.0,7.033449150430687,6.490735884291075,6.4062945,0.04023910378091006,6.81454,6.74378,6.76537,6.71915,0.01372206090353974
2010-03-18,0.11041142857142835,405457590.0,7.068580336414819,6.516439133406211,6.438973,0.030714433910125155,6.77129,6.76062,6.73816,6.69883,0.011741142527281142
2010-03-19,0.1085607142857141,663297471.0,7.083681044712918,6.532844930224667,6.469967,0.0171757610985252,6.77858,6.6887,6.77591,6.65745,0.01155867963307579
2010-03-22,0.11448785714285695,541159995.0,7.097095694109894,6.554876841631842,6.506622,0.011198485221041693,6.80084,6.76418,6.63556,6.62532,0.011524521098716475
2010-03-23,0.12045071428571408,714412508.0,7.099204414039992,6.585116190047857,6.553729,0.012337113655452009,6.88519,6.87239,6.79098,6.74328,0.011484661279399285
2010-03-24,0.1214292857142855,709470765.0,7.106220232998211,6.615282267186156,6.596874,0.012823042643990062,6.92787,6.90186,6.85662,6.84617,0.01174352035740045
2010-03-25,0.11226499999999977,643660437.0,7.089743436639041,6.63488776554938,6.6339925,0.005813104380118533,6.95133,6.82114,6.94778,6.80892,0.011767584440037678
2010-03-26,0.11960857142857126,760143417.0,7.090960827528897,6.664808930735154,6.67357,0.007774042426847594,6.97952,6.94906,6.8919,6.87819,0.011751983395217986
2010-03-29,0.11071142857142842,625496889.0,7.108016970142079,6.696075699236568,6.708762,0.009884850257994293,7.03806,6.99311,7.00907,6.97004,0.01174727518403588
2010-03-30,0.11634499999999985,623454662.0,7.132246153738366,6.734323727880704,6.7493695,0.015818656973108636,7.14696,7.09768,7.12233,7.04969,0.01173113058704653
2010-03-31,0.1162807142857141,510059931.0,7.1338418938592385,6.766497658558732,6.7880115000000005,0.015498853390036121,7.12064,7.07215,7.09768,7.05599,0.011718637547390462
2010-04-01,0.12441999999999988,714908146.0,7.129319674126395,6.798357881553139,6.826037000000001,0.014713166723245852,7.18491,7.10103,7.15187,7.00465,0.011562113726019728
2010-04-05,0.11880357142857134,808882868.0,7.17553307204973,6.834430464262364,6.8554445,0.016655958184297853,7.17741,7.17712,7.07185,7.06515,0.011347788871634512
2010-04-06,0.12044142857142852,529015814.0,7.218319977862944,6.870106610523091,6.886251,0.0173496358524578,7.22963,7.20903,7.17012,7.13237,0.010508094828041067
2010-04-07,0.12058928571428572,744903263.0,7.26933285106718,6.905323123806606,6.912691,0.01711683941174985,7.28009,7.23988,7.21435,7.18263,0.010408582410675658
2010-04-08,0.1230657142857143,679442985.0,7.310216608691303,6.935355207253596,6.935402000000001,0.013081187355737212,7.26946,7.22066,7.23427,7.16233,0.010412754865637378
2010-04-09,0.1185871428571429,396159209.0,7.357065667503253,6.967822330372301,6.959897000000001,0.011618557557786902,7.27909,7.27626,7.26698,7.23574,0.010354017779791957
2010-04-12,0.10880785714285723,395142810.0,7.400978749918542,6.998594489384463,6.983485,0.009206783711430633,7.31487,7.29093,7.31015,7.27705,0.00996240655838603
2010-04-13,0.10232571428571445,361806300.0,7.434110695300298,7.026887395157371,7.011469000000001,0.005671840409673418,7.30701,7.29567,7.28915,7.25585,0.010021474518194996
2010-04-14,0.10379071428571437,478831031.0,7.480728747530029,7.061860976570954,7.043468,0.007585011649900164,7.39788,7.39411,7.37795,7.34492,0.010095405015532822
2010-04-15,0.10122071428571434,445769200.0,7.537483484272406,7.102712312135625,7.080819,0.012683695252225957,7.49454,7.4908,7.4015,7.38811,0.010325603742304975
2010-04-16,0.1040228571428572,890149589.0,7.573211813395982,7.135297806217947,7.115031,0.010380492772435024,7.55692,7.44486,7.49326,7.35931,0.008281843827390762
2010-04-19,0.11086428571428579,672141482.0,7.585214584228824,7.163852300863857,7.152351999999999,0.00584520936200128,7.46024,7.43512,7.41905,7.27546,0.008652723122873069
2010-04-20,0.11338285714285723,854006323.0,7.583506513408246,7.182618748400633,7.182188000000001,-0.003979637460053531,7.50044,7.3609,7.50024,7.31133,0.012962041392572095
2010-04-21,0.14241285714285729,1163493509.0,7.689362032518436,7.241476962838668,7.2286,0.016203313270419017,7.83197,7.80063,7.77225,7.69547,0.013599559694084343
2010-04-22,0.15218214285714302,939328432.0,7.839825686158001,7.315584871139747,7.2844875,0.04001186661485051,8.0271,8.01961,7.77029,7.71007,0.0137207430174966
2010-04-23,0.1563692857142859,944340962.0,7.985184474198471,7.395042502459772,7.350924999999999,0.05909297181182016,8.19049,8.14989,8.035,8.0346,0.013865082244384666
2010-04-26,0.15860071428571448,567665616.0,8.098561841133472,7.463167978415984,7.40899,0.06323917870247947,8.19946,8.11036,8.1844,8.07096,0.014836971489783876
2010-04-27,0.17096714285714304,840103346.0,8.1454823479613,7.503454837614462,7.4536435,0.04587906315114809,8.06071,7.88618,8.0346,7.83977,0.014884498822107897
2010-04-28,0.17964571428571446,899093930.0,8.187129208391587,7.5386391387940375,7.4924040000000005,0.02930318674051724,7.945,7.87289,7.91387,7.71637,0.015325083112708084
2010-04-29,0.193547142857143,662381294.0,8.256006490811671,7.590583982718415,7.5429995000000005,0.028345515992328763,8.12594,8.08406,7.91585,7.88519,0.01656346347512585
2010-04-30,0.21133714285714308,642914217.0,8.275099378030534,7.6159864605547565,7.5808135,0.00921560015784384,8.14201,7.85731,8.11746,7.85434,0.01650682892711432
2010-05-03,0.2222814285714288,538114585.0,8.315675609528984,7.654062035740018,7.6227465,0.004261331195847096,8.06169,8.01578,7.95724,7.91052,0.017689076392075898
2010-05-04,0.23568428571428596,857727403.0,8.319381164972338,7.666406603764778,7.651479,-0.016483183361900577,7.92283,7.78368,7.8985,7.72593,0.01776422617618624
2010-05-05,0.24936785714285742,1046216467.0,8.313992925200916,7.669954546263371,7.674668,-0.03629429739689399,7.76899,7.70366,7.61052,7.48568,0.019385606507587548
2010-05-06,0.3621085714285717,1517829680.0,8.3002965030073,7.645297922809717,7.684188000000001,-0.06796547966218075,7.77195,7.41106,7.64324,5.99597,0.020958027900402673
2010-05-07,0.39479214285714315,1989052578.0,8.320682084622177,7.593180977780221,7.675278499999999,-0.10655640230710586,7.41975,7.09807,7.34278,6.7774,0.024646055312315847
2010-05-10,0.42166071428571456,1165626962.0,8.312851565752647,7.597929456086867,7.692883999999999,-0.092465617786812,7.66334,7.64304,7.55809,7.47975,0.024671585480691538
2010-05-11,0.40820142857142877,1006770743.0,8.305203391656995,7.609555222173832,7.714100499999999,-0.0757501790345986,7.82133,7.72,7.58412,7.53869,0.024808845160825224
2010-05-12,0.399727142857143,775641471.0,8.314666546427794,7.636060439109658,7.738788,-0.052292233156431445,7.91839,7.88786,7.81364,7.78437,0.024994839198493816
2010-05-13,0.40598642857142864,710701405.0,8.316992168713615,7.649255635384929,7.7529785,-0.04365851761992656,7.97458,7.77461,7.92184,7.71607,0.0252827764428891
2010-05-14,0.41583571428571436,899082416.0,8.310828004885689,7.648177003443507,7.762631999999999,-0.04616467737385391,7.71885,7.63793,7.68089,7.50822,0.025235201070593332
2010-05-17,0.4146692857142858,903927901.0,8.302640957065842,7.648325860258411,7.773363000000001,-0.045940214570867915,7.70927,7.64974,7.64856,7.45501,0.025288317732952197
2010-05-18,0.41616857142857144,925351278.0,8.285520916954939,7.643205302138562,7.7850459999999995,-0.048186455418586405,7.78072,7.59456,7.73549,7.5311,0.025489482886033473
2010-05-19,0.4154535714285714,1215763645.0,8.28803719012862,7.62705527336346,7.768696,-0.055949718509103755,7.61172,7.47363,7.50744,7.36868,0.026761635469958998
2010-05-20,0.4210549999999999,1517138047.0,8.298147989221302,7.582053818757417,7.7254425,-0.07928256871569699,7.33843,7.15454,7.26471,7.10754,0.02695845376607209
2010-05-21,0.43469785714285697,1451642503.0,8.249871646599468,7.5544410741138535,7.6825540000000005,-0.08182667438315376,7.35765,7.29212,6.97103,6.96227,0.027157491247421544
2010-05-24,0.43242928571428557,893789401.0,8.188961042700281,7.542138114674438,7.648299,-0.07130428237996153,7.55021,7.42526,7.44082,7.41166,0.02718640751499572
2010-05-25,0.43167785714285695,1240939992.0,8.164203147169298,7.526594484705445,7.6229365,-0.06443450319560629,7.42526,7.37893,7.2189,7.13778,0.027086511456664863
2010-05-26,0.32283428571428546,1007696535.0,8.137904641060334,7.50943405759064,7.596612499999999,-0.05918605493597999,7.58766,7.34641,7.52923,7.33549,0.0278376071781997
2010-05-27,0.2979164285714284,784899923.0,8.064418812664883,7.520329861629627,7.5736015,-0.03531377592840123,7.63991,7.62384,7.54489,7.4966,0.027909890845909113
2010-05-28,0.27058999999999983,966795551.0,8.045716280736755,7.540305112902995,7.567239500000001,-0.01186496173121387,7.80654,7.73007,7.79905,7.62384,0.028020535716437478
2010-06-01,0.2699564285714284,1037342499.0,8.00939472621998,7.569670340245567,7.5588825,0.010903759958482343,8.00384,7.84864,7.81551,7.79274,0.027988828778283514
2010-06-02,0.2653014285714284,815121673.0,8.039363053350419,7.605296022126942,7.5668855,0.03052998638121281,7.96796,7.94374,7.9663,7.83474,0.02596267447754429
2010-06-03,0.25788785714285695,770676080.0,8.072378901909639,7.635095448591043,7.577612,0.03938853327683211,7.99142,7.91819,7.98039,7.8367,0.025928366373760454
2010-06-04,0.25709857142857123,897689760.0,8.083467197809899,7.641530167772848,7.592192,0.028819873376255502,7.88173,7.70266,7.77806,7.66285,0.025924980563660896
2010-06-07,0.2574142857142855,1050521176.0,8.048602113299468,7.632926342270673,7.614847999999999,0.010651116462305966,7.79835,7.55119,7.77521,7.53967,0.025931376414880813
2010-06-08,0.2570921428571427,1186491426.0,8.044197521592192,7.6205352620544184,7.607837000000001,-0.004773472670718898,7.63773,7.50282,7.62481,7.39262,0.02582950877319666
2010-06-09,0.2599842857142856,1011728902.0,8.039057564634652,7.591800475192093,7.587778,-0.026314198185544216,7.58116,7.31882,7.57042,7.29763,0.02648935940674441
2010-06-10,0.2526857142857142,918662899.0,7.9991978750675035,7.586797572792846,7.5703485,-0.02468816955784773,7.55239,7.53927,7.36711,7.28848,0.026089192264198396
2010-06-11,0.23838999999999994,646373679.0,7.982145903769145,7.590813042050669,7.563065999999999,-0.01691543574425059,7.63912,7.62896,7.46833,7.44388,0.025614170960938428
2010-06-14,0.23205428571428563,714334920.0,7.983380201915342,7.596594657093463,7.5637455000000005,-0.009943051824318257,7.79835,7.65152,7.70662,7.64374,0.0256491419999377
2010-06-15,0.22356499999999999,692527484.0,8.00511863336368,7.617424689751228,7.572024000000001,0.005197815288566464,7.82015,7.81531,7.69164,7.68888,0.025608271996274752
2010-06-16,0.22287000000000004,928583286.0,8.075882000742428,7.657849005013016,7.59439,0.028659446205843257,8.05775,8.04188,7.85434,7.84311,0.025678425980747936
2010-06-17,0.21414642857142852,1034282756.0,8.17390084667113,7.707722433107015,7.629784500000001,0.05049348302375742,8.21325,8.18152,8.14634,8.11036,0.024513599896443822
2010-06-18,0.20879142857142854,930187394.0,8.24677521881524,7.759116487096823,7.684425500000001,0.06533797065156229,8.27603,8.24736,8.19228,8.1683,0.023143370327315196
2010-06-21,0.21137428571428568,917250908.0,8.290627124102478,7.794522535944744,7.726363500000001,0.06323921676740984,8.39655,8.13088,8.35822,8.08662,0.01917835115446979
2010-06-22,0.2142814285714286,849228908.0,8.35699827166188,7.836992770616674,7.767123499999999,0.06491327361096086,8.3048,8.24046,8.19228,8.1703,0.019267411545008734
2010-06-23,0.21773857142857153,910895937.0,8.390221889289874,7.8672048877008,7.805888,0.05621957289121979,8.2655,8.15422,8.26255,8.06238,0.018967835477758276
2010-06-24,0.21042428571428573,847314042.0,8.39892489392108,7.888900612681676,7.843318000000001,0.043080156419360416,8.22163,8.09501,8.15422,8.06869,0.018833322861066846
2010-06-25,0.2015421428571429,648925007.0,8.414692563926204,7.901968173378659,7.8634315,0.027126459812117476,8.13354,8.02611,8.12673,7.99921,0.018512133113732544
2010-06-28,0.19532500000000003,693993179.0,8.435854414130361,7.91838168067593,7.8806435,0.017656367820085173,8.11785,8.07431,8.0343,7.95978,0.02049352075692261
2010-06-29,0.20521500000000012,1342476710.0,8.434054011256324,7.8984472348972705,7.873665,-0.013678505899171259,7.95595,7.70907,7.95595,7.65232,0.0207304671907481
2010-06-30,0.20343428571428582,876107968.0,8.430285984573542,7.867114164907055,7.854950500000001,-0.04264545796269005,7.76337,7.56945,7.72575,7.52439,0.02063839562137432
2010-07-01,0.21436428571428578,1213048743.0,8.431287289284139,7.830082339677812,7.832955,-0.06542058367691778,7.66778,7.47828,7.6471,7.31952,0.01897424673168314
2010-07-02,0.2188485714285715,823410290.0,8.441993735602049,7.792081164470401,7.8193755,-0.08016635162212099,7.55099,7.43107,7.54391,7.31882,0.01871001483365801
2010-07-06,0.22105857142857147,729203686.0,8.445482024652648,7.762636291663696,7.8159615,-0.08260262121782422,7.60826,7.48291,7.43107,7.40869,0.01975949913659586
2010-07-07,0.22545071428571425,774649246.0,8.442400557601534,7.764611882933821,7.829989499999999,-0.0611405686071868,7.78684,7.78338,7.54193,7.51582,0.019716990795481264
2010-07-08,0.23041285714285717,874748872.0,8.416991712563803,7.764869798844885,7.8524145,-0.04588544029214794,7.91129,7.76732,7.90165,7.67045,0.019696283370579687
2010-07-09,0.2328621428571429,513937520.0,8.411670588839312,7.769466960859658,7.866108000000001,-0.031266771674530354,7.82153,7.81314,7.73076,7.67951,0.018639590554139208
2010-07-12,0.2257692857142858,666915799.0,8.409259884609746,7.766964393158738,7.871819500000001,-0.025130266073029844,7.88009,7.74319,7.78005,7.66946,0.01888524265207735
2010-07-13,0.23671142857142863,1409259122.0,8.412872074032304,7.748986831905524,7.8681535,-0.030639855496472745,7.71607,7.5782,7.71026,7.41608,0.018666525700266605
2010-07-14,0.2367607142857143,963535095.0,8.414592494417747,7.735359514581189,7.857683,-0.030793309807946746,7.69735,7.6059,7.49879,7.49354,0.01851419510944779
2010-07-15,0.2466871428571429,973741120.0,8.398242805234535,7.719293846525838,7.8339225,-0.031782730125658035,7.73333,7.56667,7.47138,7.44142,0.018530112384331096
2010-07-16,0.2511907142857143,1232106336.0,8.356826417317379,7.700385861142426,7.8008844999999996,-0.033598113416092895,7.6733,7.52076,7.61567,7.47592,0.018130912676266677
2010-07-19,0.2620314285714286,1214644573.0,8.301038230173583,7.670860541033623,7.758035000000001,-0.04115076824704638,7.51997,7.39037,7.51522,7.21092,0.018425023638008752
2010-07-20,0.25965285714285713,1255979496.0,8.249193220531303,7.662317632363754,7.730548999999999,-0.03131276289403212,7.61122,7.58116,7.29704,7.22253,0.018451622892994134
2010-07-21,0.27098642857142863,1405067614.0,8.161406302776493,7.661148334043396,7.701027999999999,-0.0187989964233743,7.97881,7.65004,7.97418,7.64324,0.018086972262640957
2010-07-22,0.2585635714285715,765032834.0,8.094358978753892,7.673842778420216,7.683038999999999,-0.0004017503516891008,7.82438,7.79444,7.75628,7.68337,0.01732672316969121
2010-07-23,0.25085642857142865,632534399.0,8.039275562489447,7.688030132856386,7.669428999999999,0.01331488485044563,7.8364,7.82281,7.74042,7.71213,0.017222289208313042
2010-07-26,0.24170500000000011,494666279.0,7.994724377183049,7.69894345353673,7.6582545,0.020249422084202707,7.82753,7.80262,7.82398,7.75608,0.01752065834187156
2010-07-27,0.23180571428571442,689233551.0,7.95897232394755,7.722659315104661,7.651937000000001,0.033087137164650074,7.96796,7.94796,7.84439,7.83374,0.017266592911968966
2010-07-28,0.2270064285714287,616067969.0,7.978289178287385,7.735059380332788,7.659126500000001,0.0335321441512524,8.00562,7.85286,7.93535,7.83197,0.01651331679551657
2010-07-29,0.230877142857143,763525246.0,7.988823104685828,7.738196582205856,7.669054,0.026763380127824032,7.90333,7.768,7.84546,7.70712,0.016147415057898067
2010-07-30,0.2261507142857144,531822427.0,7.990388447475923,7.738519764852917,7.6822195,0.019497137277392662,7.81551,7.74159,7.69597,7.67105,0.016446650739325122
2010-08-02,0.21424000000000007,506054693.0,8.000996846163353,7.752002644390735,7.704670500000001,0.02277972581352987,7.90195,7.88009,7.83739,7.81314,0.016272798304554446
2010-08-03,0.20786785714285724,494214980.0,8.011845887234143,7.764479535401141,7.724675499999999,0.023797720319266205,7.92184,7.88301,7.88009,7.80724,0.016073266003827576
2010-08-04,0.19555571428571442,498704363.0,8.029603153991433,7.778659579648652,7.731175,0.025039863081842837,7.95348,7.91337,7.90707,7.83394,0.01599451643479946
2010-08-05,0.1870964285714287,343024561.0,8.041607299278704,7.787874857777352,7.736579999999999,0.02194092692478329,7.91968,7.87542,7.86862,7.84073,0.015980557771835137
2010-08-06,0.17370000000000013,527661227.0,8.043131535008094,7.7916324903699845,7.7372895,0.015586419033906881,7.86891,7.82733,7.81551,7.75313,0.01597310493319019
2010-08-09,0.15149714285714294,358788457.0,8.056168306441984,7.799772253191891,7.7439849999999995,0.01373416763455627,7.88971,7.8771,7.86891,7.81186,0.01599306559251001
2010-08-10,0.1320742857142858,535870094.0,8.058647006005847,7.800435848125996,7.755412,0.007103222559352591,7.83768,7.80674,7.82015,7.75137,0.015095976496456815
2010-08-11,0.14026071428571438,733419508.0,8.064602895215726,7.774560053066378,7.751553999999999,-0.015442599431380793,7.694,7.52874,7.67901,7.51779,0.014780223398569624
2010-08-12,0.1463700000000001,633986625.0,8.063825776720245,7.755801952774342,7.7521005,-0.025887030303146187,7.61692,7.5776,7.42055,7.40712,0.014744108584709014
2010-08-13,0.1473414285714287,420489773.0,8.06657879875462,7.731097004891072,7.7508825,-0.03644015291720243,7.58086,7.4964,7.55396,7.49581,0.014736817047112577
2010-08-16,0.1429142857142859,377017612.0,8.0556051313264,7.704596337758589,7.7540059999999995,-0.04402303793829971,7.52439,7.45284,7.45551,7.42103,0.015020864550361626
2010-08-17,0.1455114285714287,501052192.0,8.055487303728377,7.693000496067294,7.754090000000001,-0.03817019707566583,7.66285,7.58284,7.52666,7.49906,0.013133730117117744
2010-08-18,0.13814071428571437,401373968.0,8.056632095639001,7.685663305965647,7.7523859999999996,-0.030298576782236887,7.66413,7.61596,7.60019,7.57111,0.013312963411335666
2010-08-19,0.13807785714285728,505741555.0,8.059243873519058,7.669882991111776,7.738662500000001,-0.029744709985099572,7.62767,7.51997,7.60769,7.48409,0.013248005685000466
2010-08-20,0.13714857142857154,454900677.0,8.05638658423133,7.654873182434464,7.723135999999999,-0.028103609997830487,7.64089,7.51228,7.5041,7.49354,0.013426089479677841
2010-08-23,0.14354785714285725,490420408.0,8.063871506499073,7.630369069821658,7.702884,-0.03263215687648169,7.58412,7.39758,7.57645,7.37993,0.013577621428592711
2010-08-24,0.1503842857142858,712965766.0,8.067981005612953,7.591273920314833,7.6664794999999994,-0.04473710068514522,7.31292,7.21987,7.31292,7.18233,0.01378557365580815
2010-08-25,0.15926785714285727,707099606.0,8.060733204636565,7.564452594570564,7.639319,-0.0437836703569858,7.34259,7.30965,7.21987,7.13927,0.013877448634916353
2010-08-26,0.16229428571428578,552133596.0,8.06649867153814,7.532716156992415,7.61248,-0.045330461885383116,7.39588,7.23122,7.38711,7.23122,0.013908758072597019
2010-08-27,0.17186000000000012,650537321.0,8.063043341577412,7.507876522993138,7.5889955,-0.040658619438885046,7.30097,7.2719,7.26926,7.0892,0.013581812641654128
2010-08-30,0.17386642857142862,454139419.0,8.030153728198668,7.487881616041411,7.559887499999999,-0.03317622294961735,7.39588,7.29793,7.24432,7.24206,0.012688359686808882
2010-08-31,0.1622792857142858,498447316.0,7.987951897553421,7.471497652608895,7.5315295,-0.024766411154461057,7.35991,7.31585,7.27626,7.23318,0.01374635676546798
2010-09-01,0.16524500000000003,825843371.0,7.932180456139042,7.477390257122334,7.512529499999999,-0.003421716284694884,7.56717,7.53337,7.44852,7.41196,0.013349040537270939
2010-09-02,0.1668785714285714,491956741.0,7.88385638503416,7.4879873754916355,7.4981915,0.014566047712816152,7.58866,7.58866,7.5648,7.48074,0.014193584613573094
2010-09-03,0.17367999999999992,617355101.0,7.874920217591323,7.516449530206717,7.496167,0.03859251117579485,7.78724,7.78684,7.67192,7.65842,0.014200492560306274
2010-09-07,0.16574642857142852,406474402.0,7.847084039622833,7.539562908282268,7.4902690000000005,0.0506413135155358,7.81069,7.75914,7.71981,7.71175,0.014248132693742017
2010-09-08,0.1731599999999999,623792417.0,7.87436458759973,7.57501310749348,7.495521500000001,0.06594522565306625,7.95595,7.91179,7.81699,7.7969,0.01407030536456225
2010-09-09,0.17071214285714278,519340811.0,7.937973711592888,7.607520430589339,7.514901500000001,0.07288542266712249,8.0211,7.91634,7.97783,7.91179,0.013912782564464874
2010-09-10,0.16684642857142856,459769480.0,7.99339318337506,7.6379070562474976,7.5323505,0.07441659036392387,7.95939,7.92658,7.92047,7.86616,0.014089802359738198
2010-09-13,0.16276428571428564,460687360.0,8.071818228518296,7.675827336604879,7.559334,0.0786415096057145,8.07362,8.03607,8.00414,7.99794,0.01375390205053407
2010-09-14,0.15520285714285714,481009938.0,8.147395178235515,7.713119971213938,7.5900620000000005,0.07916611436934123,8.10013,8.0674,8.01074,7.99074,0.013815642320179171
2010-09-15,0.14611499999999986,507072775.0,8.22515585066115,7.752998069193564,7.617512,0.0792765003171779,8.1368,8.13184,8.06514,8.06071,0.014392805390462048
2010-09-16,0.14972928571428565,771563623.0,8.337504488649055,7.807279205460844,7.652861499999998,0.08702457161781173,8.32562,8.32295,8.13354,8.11036,0.014385996459889049
2010-09-17,0.1437821428571428,752331950.0,8.428380711799988,7.852946900178859,7.6912025,0.08445144237254956,8.36434,8.28679,8.35143,8.23583,0.015088721308949959
2010-09-20,0.15086357142857137,781446000.0,8.561398076266116,7.916817671590397,7.741768,0.09277125986266255,8.53975,8.52359,8.30896,8.30177,0.015075006020106146
2010-09-21,0.15165214285714276,790933557.0,8.674764166632514,7.9761445600103595,7.7988765,0.09319025294273162,8.64767,8.53975,8.54094,8.5099,0.015043425416569917
2010-09-22,0.1456885714285714,693955766.0,8.782273078535537,8.041217459056993,7.8708535,0.09502792680560082,8.66629,8.65941,8.51363,8.49846,0.0130407001316308
2010-09-23,0.15253571428571425,931436689.0,8.881924845558183,8.103441510575374,7.9400995,0.0920492879382569,8.81037,8.69457,8.62154,8.60659,0.013098816292713525
2010-09-24,0.14830571428571426,768961284.0,8.972334424395253,8.169492795282482,8.0183875,0.09028996167535958,8.83393,8.79698,8.78721,8.74327,0.012874030635526274
2010-09-27,0.14918857142857142,572612389.0,9.034034220598933,8.22592395763653,8.092893499999999,0.08041468215569936,8.86873,8.76202,8.84735,8.75743,0.013241674623374288
2010-09-28,0.17117214285714283,1227370362.0,9.051423379819298,8.264664533099717,8.159632,0.059765042752702224,8.78061,8.6327,8.77805,8.27603,0.013042324843361423
2010-09-29,0.1715557142857142,556590279.0,9.049025260589735,8.301187910899744,8.2262475,0.04254803627414877,8.72127,8.64816,8.64176,8.60659,0.01341036830139371
2010-09-30,0.18373999999999985,798437379.0,9.041926753966932,8.323832871766434,8.276527,0.020332595988080487,8.72719,8.53896,8.69675,8.46338,0.013139116068494733
2010-10-01,0.18452214285714272,531753315.0,9.020911013877248,8.340840217312488,8.3222145,0.0007388154935260016,8.62452,8.50241,8.61642,8.46653,0.013513784728938234
2010-10-04,0.18776071428571406,515753004.0,9.004002882241897,8.345105910901776,8.352154,-0.0213063961610368,8.51363,8.38563,8.47737,8.3589,0.014271387904330031
2010-10-05,0.20553499999999975,592984778.0,9.004297135616918,8.378454871768273,8.3989605,-0.016470781159841436,8.71056,8.69527,8.49699,8.48142,0.013160920686493724
2010-10-06,0.20459714285714256,793863989.0,9.012423360140602,8.409378217314153,8.4385285,-0.014260353699464712,8.78691,8.70315,8.71824,8.58478,0.013154137756644415
2010-10-07,0.20309714285714264,483624260.0,9.007320920462,8.437449815665186,8.477917999999999,-0.014219056841057093,8.74158,8.70413,8.73754,8.63407,0.012911255950072786
2010-10-08,0.19629285714285696,779435693.0,9.010397080880038,8.476766976078025,8.524103,-0.006242675507309198,8.86183,8.85028,8.77983,8.72719,0.01291740295639467
2010-10-11,0.19318285714285693,506431240.0,9.021291396212211,8.515972025975357,8.5667205,-0.0005895895911110782,8.94451,8.88842,8.87088,8.86507,0.012923902254436946
2010-10-12,0.19627714285714262,660925905.0,9.03918544896336,8.560573737787227,8.612565,0.0069964931882030845,9.01296,8.98429,8.88972,8.80181,0.012900132284578713
