Date,RSI_14,MACD_Histogram,MACD,OBV,Close,MACD_Signal,Low,High,Open,rolling_logvol_30,log_returns
2010-06-02,51.639825335712274,0.03052998638121281,0.05376376863865495,11032149185.0,7.94374,0.023233782257442142,7.83474,7.96796,7.9663,0.027988828778283514,-0.0032215527489207235
2010-06-03,54.44206566262824,0.03938853327683211,0.07246944885348228,10261473105.0,7.91819,0.03308091557665017,7.8367,7.99142,7.98039,0.02596267447754429,-0.02759692060520622
2010-06-04,51.90945079322002,0.028819873376255502,0.06910575729696955,9363783345.0,7.70266,0.04028588392071405,7.66285,7.88173,7.77806,0.025928366373760454,-0.019860557014516635
2010-06-07,47.314201618837366,0.010651116462305966,0.05359977949859651,8313262169.0,7.55119,0.042948663036290545,7.53967,7.79835,7.77521,0.025924980563660896,-0.006426216862914204
2010-06-08,47.490480567226875,-0.004773472670718898,0.03698182219789192,7126770743.0,7.50282,0.04175529486861082,7.39262,7.63773,7.62481,0.025931376414880813,-0.024829837079019937
2010-06-09,45.906468314197916,-0.026314198185544216,0.008862547136680554,6115041841.0,7.31882,0.03517674532222477,7.29763,7.58116,7.57042,0.02582950877319666,0.029676247563712507
2010-06-10,60.73303687502441,-0.02468816955784773,0.00431653337491511,7033704740.0,7.53927,0.02900470293276284,7.28848,7.55239,7.36711,0.02648935940674441,0.011826171586541753
2010-06-11,59.6550063632924,-0.01691543574425059,0.007860408252449602,7680078419.0,7.62896,0.024775843996700193,7.44388,7.63912,7.46833,0.026089192264198396,0.002952788968886627
2010-06-14,56.924348145427835,-0.009943051824318257,0.012347029216302374,8394413339.0,7.65152,0.02229008104062063,7.64374,7.79835,7.70662,0.025614170960938428,0.02118030948107525
2010-06-15,62.45902949876087,0.005197815288566464,0.028787350151328717,9086940823.0,7.81531,0.023589534862762253,7.68888,7.82015,7.69164,0.0256491419999377,0.028578256309299836
2010-06-16,67.87555710914971,0.028659446205843257,0.059413842620066326,10015524109.0,8.04188,0.03075439641422307,7.84311,8.05775,7.85434,0.025608271996274752,0.01721506572086035
2010-06-17,65.4266619456493,0.05049348302375742,0.09387125019391984,11049806865.0,8.18152,0.04337776717016242,8.11036,8.21325,8.14634,0.025678425980747936,0.008015196712329193
2010-06-18,64.63644440420342,0.06533797065156229,0.12505023048461528,11979994259.0,8.24736,0.05971225983305299,8.1683,8.27603,8.19228,0.024513599896443822,-0.014223990351177641
2010-06-21,57.9952862258079,0.06323921676740984,0.1387612807923153,11062743351.0,8.13088,0.07552206402490547,8.08662,8.39655,8.35822,0.023143370327315196,0.013387008821441218
2010-06-22,58.337079661931305,0.06491327361096086,0.15666365603860655,11911972259.0,8.24046,0.09175038242764569,8.1703,8.3048,8.19228,0.01917835115446979,-0.010520582949829648
2010-06-23,56.41312676270643,0.05621957289121979,0.16202484854167043,11001076322.0,8.15422,0.10580527565045064,8.06238,8.2655,8.26255,0.019267411545008734,-0.007287762196812027
2010-06-24,61.650107786138044,0.043080156419360416,0.15965547117465118,10153762280.0,8.09501,0.11657531475529076,8.06869,8.22163,8.15422,0.018967835477758276,-0.008547845251216473
2010-06-25,64.82901606174899,0.027126459812117476,0.1504833895204376,9504837273.0,8.02611,0.12335692970832013,7.99921,8.13354,8.12673,0.018833322861066846,0.0059874393332752214
2010-06-28,67.84623551822123,0.017656367820085173,0.1454273894834266,10198830452.0,8.07431,0.12777102166334142,7.95978,8.11785,8.0343,0.018512133113732544,-0.04628985880968735
2010-06-29,60.947379641941396,-0.013678505899171259,0.11067288928937735,8856353742.0,7.70907,0.12435139518854861,7.65232,7.95595,7.95595,0.02049352075692261,-0.018277148139784143
2010-06-30,50.886833258891826,-0.04264545796269005,0.07104457273518605,7980245774.0,7.56945,0.1136900306978761,7.52439,7.76337,7.72575,0.0207304671907481,-0.012117590571307391
2010-07-01,45.5761461856445,-0.06542058367691778,0.03191430110172888,6767197031.0,7.47828,0.09733488477864666,7.31952,7.66778,7.6471,0.02063839562137432,-0.006332959892293324
2010-07-02,43.620093882583134,-0.08016635162212099,-0.0028730547490045666,5943786741.0,7.43107,0.07729329687311642,7.31882,7.55099,7.54391,0.01897424673168314,0.006951894635827175
2010-07-06,39.71369155928557,-0.08260262121782422,-0.025959979649163856,6672990427.0,7.48291,0.05664264156866037,7.40869,7.60826,7.43107,0.01871001483365801,0.03936893738206709
2010-07-07,42.3504415141687,-0.0611405686071868,-0.019783069190323133,7447639673.0,7.78338,0.04135749941686367,7.51582,7.78684,7.54193,0.01975949913659586,-0.0020655026088514253
2010-07-08,36.775730176366174,-0.04588544029214794,-0.01599930094832125,6572890801.0,7.76732,0.02988613934382669,7.67045,7.91129,7.90165,0.019716990795481264,0.005881743169944215
2010-07-09,35.957025691443974,-0.031266771674530354,-0.009197325249336252,7086828321.0,7.81314,0.0220694464251941,7.67951,7.82153,7.73076,0.019696283370579687,-0.008993184311080862
2010-07-12,37.072777107188415,-0.025130266073029844,-0.009343386166093204,6419912522.0,7.74319,0.01578687990693664,7.66946,7.88009,7.78005,0.018639590554139208,-0.02153804296012524
2010-07-13,28.704370642862685,-0.030639855496472745,-0.02251293946365429,5010653400.0,7.5782,0.008126916032818454,7.41608,7.71607,7.71026,0.01888524265207735,0.0036485574684651688
2010-07-14,31.678450660928405,-0.030793309807946746,-0.030364721227114977,5974188495.0,7.6059,0.0004285885808317678,7.49354,7.69735,7.49879,0.018666525700266605,-0.005171185556734262
2010-07-15,32.10715253318887,-0.031782730125658035,-0.039299824076240775,5000447375.0,7.56667,-0.007517093950582742,7.44142,7.73333,7.47138,0.01851419510944779,-0.006085879662853788
2010-07-16,32.61502260201877,-0.033598113416092895,-0.049514735720698866,3768341039.0,7.52076,-0.015916622304605967,7.47592,7.6733,7.61567,0.018530112384331096,-0.017489395319165314
2010-07-19,27.73052878353738,-0.04115076824704638,-0.06735508261341394,2553696466.0,7.39037,-0.02620431436636756,7.21092,7.51997,7.51522,0.018130912676266677,0.02548842088075198
2010-07-20,45.301399551849535,-0.03131276289403212,-0.06534526798390772,3809675962.0,7.58116,-0.0340325050898756,7.22253,7.61122,7.29704,0.018425023638008752,0.009044654336426651
2010-07-21,53.12265094039878,-0.0187989964233743,-0.05753125061909348,5214743576.0,7.65004,-0.03873225419571918,7.64324,7.97881,7.97418,0.018451622892994134,0.01869978242244349
2010-07-22,61.765056116221594,-0.0004017503516891008,-0.03923444213533056,5979776410.0,7.79444,-0.03883269178364146,7.68337,7.82438,7.75628,0.018086972262640957,0.003633166044821809
2010-07-23,64.78487318840577,0.01331488485044563,-0.022189085720584423,6612310809.0,7.82281,-0.03550397057103005,7.71213,7.8364,7.74042,0.01732672316969121,-0.002584250319680412
2010-07-26,62.36167497970072,0.020249422084202707,-0.01019219296577667,6117644530.0,7.80262,-0.030441615049979377,7.75608,7.82753,7.82398,0.017222289208313042,0.018455717233744763
2010-07-27,57.23098012337217,0.033087137164650074,0.010917306405833216,6806878081.0,7.94796,-0.022169830758816858,7.83374,7.96796,7.84439,0.01752065834187156,-0.012037495312265764
2010-07-28,53.51420636616107,0.0335321441512524,0.019745349430248638,6190810112.0,7.85286,-0.01378679472100376,7.83197,8.00562,7.93535,0.017266592911968966,-0.010865065662984664
2010-07-29,48.20316853753682,0.026763380127824032,0.01966743043877628,5427284866.0,7.768,-0.007095949689047752,7.70712,7.90333,7.84546,0.01651331679551657,-0.0034056381279035986
2010-07-30,49.93402388335423,0.019497137277392662,0.017275471907693074,4895462439.0,7.74159,-0.0022216653696995868,7.67105,7.81551,7.69597,0.016147415057898067,0.017732232263241766
2010-08-02,62.726483259841345,0.02277972581352987,0.026252991897212752,5401517132.0,7.88009,0.003473266083682881,7.81314,7.90195,7.83739,0.016446650739325122,0.00037048550518612973
2010-08-03,61.93112831420231,0.023797720319266205,0.033220416482765636,5895732112.0,7.88301,0.009422696163499432,7.80724,7.92184,7.88009,0.016272798304554446,0.0038439234030366747
2010-08-04,65.04225889866541,0.025039863081842837,0.04072252501580298,6394436475.0,7.91337,0.015682661933960142,7.83394,7.95348,7.90707,0.016073266003827576,-0.004807217409726339
2010-08-05,65.49464376212364,0.02194092692478329,0.043108820589939256,6051411914.0,7.87542,0.021167893665155965,7.84073,7.91968,7.86862,0.01599451643479946,-0.006125060941142809
2010-08-06,70.56940573924837,0.015586419033906881,0.04065091745753957,5523750687.0,7.82733,0.02506449842363269,7.75313,7.86891,7.81551,0.015980557771835137,0.006338360147411912
2010-08-09,66.06379052044213,0.01373416763455627,0.04223220796682803,5882539144.0,7.8771,0.028498040332271758,7.81186,7.88971,7.86891,0.01597310493319019,-0.008972352691171583
2010-08-10,58.492120266198434,0.007103222559352591,0.0373770685314625,5346669050.0,7.80674,0.030273845972109907,7.75137,7.83768,7.82015,0.01599306559251001,-0.03625976600478437
2010-08-11,37.4221279657647,-0.015442599431380793,0.010970596682883915,4613249542.0,7.52874,0.02641319611426471,7.51779,7.694,7.67901,0.015095976496456815,0.006468829694268443
2010-08-12,38.612997000120764,-0.025887030303146187,-0.005945591764668023,5247236167.0,7.5776,0.019941438538478164,7.40712,7.61692,7.42055,0.014780223398569624,-0.01077362152205257
2010-08-13,36.54238301163731,-0.03644015291720243,-0.025608752608024865,4826746394.0,7.4964,0.01083140030917756,7.49581,7.58086,7.55396,0.014744108584709014,-0.005827737501557785
2010-08-16,26.102863100179547,-0.04402303793829971,-0.04419739711369708,4449728782.0,7.45284,-0.00017435917539736744,7.42103,7.52439,7.45551,0.014736817047112577,0.017292631863800357
2010-08-17,37.39214074931831,-0.03817019707566583,-0.047887105519979656,4950780974.0,7.58284,-0.009716908444313827,7.49906,7.66285,7.52666,0.015020864550361626,0.004358245706801548
2010-08-18,42.540476891374766,-0.030298576782236887,-0.04759012942210994,5352154942.0,7.61596,-0.017291552639873052,7.57111,7.66413,7.60019,0.013133730117117744,-0.012683896782342817
2010-08-19,39.82161884116543,-0.029744709985099572,-0.05447244012124752,4846413387.0,7.51997,-0.02472773013614795,7.48409,7.62767,7.60769,0.013312963411335666,-0.0010231336853533622
2010-08-20,30.800630565734394,-0.028103609997830487,-0.05985724263343606,4391512710.0,7.51228,-0.03175363263560557,7.49354,7.64089,7.5041,0.013248005685000466,-0.015386095208637745
2010-08-23,27.308932828495344,-0.03263215687648169,-0.07254382873120768,3901092302.0,7.39758,-0.039911671854725994,7.37993,7.58412,7.57645,0.013426089479677841,-0.024315972495630753
2010-08-24,21.507806080525953,-0.04473710068514522,-0.09583304771115753,3188126536.0,7.21987,-0.051095947026012306,7.18233,7.31292,7.31292,0.013577621428592711,0.012358445795991702
2010-08-25,27.705051110077846,-0.0437836703569858,-0.10582553497224456,3895226142.0,7.30965,-0.06204186461525876,7.13927,7.34259,7.21987,0.01378557365580815,-0.01078762970754312
2010-08-26,27.058044751649177,-0.045330461885383116,-0.11870494197198767,3343092546.0,7.23122,-0.07337448008660455,7.23122,7.39588,7.38711,0.013877448634916353,0.005609842114573532
2010-08-27,26.544090288974303,-0.040658619438885046,-0.12419775438521086,3993629867.0,7.2719,-0.08353913494632581,7.0892,7.30097,7.26926,0.013908758072597019,0.0035731408938160787
2010-08-30,29.578165763596246,-0.03317622294961735,-0.1250094136333475,4447769286.0,7.29793,-0.09183319068373015,7.24206,7.39588,7.24432,0.013581812641654128,0.002452481012016814
2010-08-31,39.20074670021409,-0.024766411154461057,-0.12279120462680648,4946216602.0,7.31585,-0.09802479347234543,7.23318,7.35991,7.27626,0.012688359686808882,0.029299257543600504
2010-09-01,48.08417003803069,-0.003421716284694884,-0.10230193882821403,5772059973.0,7.53337,-0.09888022254351915,7.41196,7.56717,7.44852,0.01374635676546798,0.007312542876576002
2010-09-02,54.08801687315005,0.014566047712816152,-0.08067266290249897,6264016714.0,7.58866,-0.09523871061531512,7.48074,7.58866,7.5648,0.013349040537270939,0.02578010158663443
2010-09-03,63.015962090036155,0.03859251117579485,-0.04699807164557157,6881371815.0,7.78684,-0.08559058282136642,7.65842,7.78724,7.67192,0.014193584613573094,-0.0035636260067890453
2010-09-07,57.46565713027425,0.0506413135155358,-0.022288940926946665,6474897413.0,7.75914,-0.07293025444248247,7.71175,7.81069,7.71981,0.014200492560306274,0.019482548695245745
2010-09-08,61.37571427472756,0.06594522565306625,0.009501277623850335,7098689830.0,7.91179,-0.056443948029215915,7.7969,7.95595,7.81699,0.014248132693742017,0.0005749257967088029
2010-09-09,66.39477842211066,0.07288542266712249,0.0346628303046872,7618030641.0,7.91634,-0.03822259236243529,7.91179,8.0211,7.97783,0.01407030536456225,0.0012926911738445966
2010-09-10,67.10033185292812,0.07441659036392387,0.05479814559246954,8077800121.0,7.92658,-0.019618444771454326,7.86616,7.95939,7.92047,0.013912782564464874,0.013718488738999945
2010-09-13,76.46766210401526,0.0786415096057145,0.0786834422356888,8538487481.0,8.03607,4.193262997429642e-05,7.99794,8.07362,8.00414,0.014089802359738198,0.0038910917373161566
2010-09-14,89.98575189424324,0.07916611436934123,0.09899957559165085,9019497419.0,8.0674,0.01983346122230961,7.99074,8.10013,8.01074,0.01375390205053407,0.007955970762463026
2010-09-15,89.74044178065644,0.0792765003171779,0.11892908661878199,9526570194.0,8.13184,0.039652586301604086,8.06071,8.1368,8.06514,0.013815642320179171,0.023229539080754327
2010-09-16,97.58527804172157,0.08702457161781173,0.14843330082386874,10298133817.0,8.32295,0.061408729206057014,8.11036,8.32562,8.13354,0.014392805390462048,-0.004354078646235074
2010-09-17,94.4110413877001,0.08445144237254956,0.16697303217174397,9545801867.0,8.28679,0.08252158979919441,8.23583,8.36434,8.35143,0.014385996459889049,0.028174932945301975
2010-09-20,95.28144349702227,0.09277125986266255,0.1984856646275226,10327247867.0,8.52359,0.10571440476486005,8.30177,8.53975,8.30896,0.015088721308949959,0.0018941197715594072
2010-09-21,95.27529927050502,0.09319025294273162,0.22220222094327458,11118181424.0,8.53975,0.12901196800054296,8.5099,8.64767,8.54094,0.015075006020106146,0.013914857555878785
2010-09-22,94.9065211842777,0.09502792680560082,0.247796876507544,11812137190.0,8.65941,0.15276894970194319,8.49846,8.66629,8.51363,0.015043425416569917,0.004052101951161771
2010-09-23,94.82340734255814,0.0920492879382569,0.2678305596247643,12743573879.0,8.69457,0.17578127168650742,8.60659,8.81037,8.62154,0.0130407001316308,0.011709787891279458
2010-09-24,94.38771026312551,0.09028996167535958,0.2886437237807069,13512535163.0,8.79698,0.19835376210534733,8.74327,8.83393,8.78721,0.013098816292713525,-0.003982008792636149
2010-09-27,93.78929719156066,0.08041468215569936,0.29887211479997156,12939922774.0,8.76202,0.2184574326442722,8.75743,8.86873,8.84735,0.012874030635526274,-0.01486915369987174
2010-09-28,82.13212811667066,0.059765042752702224,0.29316373608515,11712552412.0,8.6327,0.23339869333244778,8.27603,8.78061,8.77805,0.013241674623374288,0.001789263280247974
