Date,RSI_14,MACD_Histogram,MACD,OBV,rolling_logvol_30,Close,Low,High,ATR_14,Open,log_returns
2010-02-17,51.43719714843849,0.24618612683839003,-0.775459186945767,-214051374.0,0.01137884511723888,85.0751,84.6576,85.1955,1.455214285714283,85.0834,0.006022374397646557
2010-02-18,57.96332258376316,0.3515385464662315,-0.5822221307013677,37015765.0,0.011431821108664265,85.589,84.8883,85.764,1.3882714285714255,84.9285,0.0020425678084758053
2010-02-19,63.70983675965563,0.418824179600382,-0.4102304526671219,325639294.0,0.011441209295804845,85.764,85.1516,86.0606,1.3112785714285684,85.3594,0.00010143601931795346
2010-02-22,58.687945161463055,0.447155601845751,-0.27011012996031525,497175025.0,0.011401015699622636,85.7727,85.5258,86.0706,1.2572857142857106,86.0427,-0.012383303743926101
2010-02-23,47.59618974473851,0.38064580173689855,-0.24145847963494305,228236641.0,0.011560292446577528,84.7171,84.4978,85.7909,1.254014285714282,85.5497,0.009388361377819635
2010-02-24,54.00874635568508,0.37567296676393913,-0.15251307291691774,456806046.0,0.011718120250926245,85.5162,84.7504,85.6598,1.2672714285714253,84.9698,-0.001399544323443848
2010-02-25,72.53988169922934,0.3500454711641249,-0.0906292007257008,120291511.0,0.01161235871915949,85.3966,84.0461,85.4694,1.184828571428568,84.2776,0.0007409727215081947
2010-02-26,72.16180705040404,0.3236898963740051,-0.036062301422319365,345281871.0,0.011482200308647668,85.4599,84.9543,85.7468,1.1144142857142814,85.4787,0.010026804072381932
2010-03-01,81.1198793395999,0.3484419376442012,0.07580022425892707,536729495.0,0.011642669200860415,86.3211,85.7814,86.4101,1.098399999999996,85.7909,0.0028550129579199422
2010-03-02,78.91856128954657,0.36392595732974486,0.18226573327690687,745392976.0,0.011490073267488682,86.5679,86.4101,86.9883,1.0221857142857098,86.705,0.0008740759686237522
2010-03-03,81.07231502489704,0.36104059958876494,0.2696405254331182,940826518.0,0.011229416959585464,86.6436,86.4196,87.1653,0.993549999999996,86.7901,0.003102164090582671
2010-03-04,79.18968692449377,0.3583187605627043,0.35649837654773364,1116799530.0,0.011098066609420691,86.9128,86.4284,87.0323,0.9261928571428533,86.7671,0.014125516196479386
2010-03-05,83.54430379746843,0.41674985870733483,0.5191169393691979,1345068439.0,0.010796949122823356,88.1492,87.2716,88.2105,0.9296785714285676,87.4736,0.0001962389061838954
2010-03-08,79.94299660368995,0.4316974072357773,0.6419888397065847,1493642753.0,0.009879354573086694,88.1665,88.0056,88.36,0.8560642857142824,88.1569,0.001604763862767184
2010-03-09,78.9518931117241,0.4255553439856754,0.7422356124529017,1693964861.0,0.009857751002617978,88.3081,87.8378,88.7235,0.88090714285714,87.8919,0.004474275339568611
2010-03-10,78.49785015094695,0.42178198471656053,0.843907749362927,1935156008.0,0.009814791677471396,88.7041,88.2718,88.9454,0.8664714285714267,88.3511,0.004223117969593264
2010-03-11,79.25837025009277,0.41741511860584557,0.9438946629036735,2143668444.0,0.009808685118257107,89.0795,88.2201,89.1063,0.8648428571428559,88.5023,9.766079942573599e-05
2010-03-12,79.25837025009277,0.38855186143076725,1.0121693710862871,2353734805.0,0.009501350044241727,89.0882,88.8298,89.4893,0.873035714285713,89.471,0.0002996580889984791
2010-03-15,97.42074617209421,0.34611093020643935,1.056256172413569,2544025205.0,0.009178613848930336,89.1149,88.4238,89.1683,0.8338499999999992,88.9285,0.0076918339928737055
2010-03-16,97.35749005744606,0.33880474570438823,1.133651174337615,2762569122.0,0.008897726875219449,89.803,89.1149,89.8941,0.8221714285714269,89.3646,0.0060471778338666736
2010-03-17,100.0,0.3439796844991587,1.2248210342571753,2992586894.0,0.008735081874827744,90.3477,89.8126,90.6483,0.7775428571428559,90.0836,-0.0005192404149907918
2010-03-18,99.04958761424184,0.31816774153859195,1.2785510266812565,2737889988.0,0.008647081187751383,90.3008,89.9408,90.4932,0.760392857142857,90.3574,-0.009027254680246634
2010-03-19,82.42784032753322,0.22476677171497705,1.2413417497863861,2444138690.0,0.006329236722086581,89.4893,89.1415,90.4932,0.7890714285714294,90.2366,0.005216048240298093
2010-03-22,83.18906427480317,0.1750409543628919,1.235376171025024,2683241696.0,0.006341192200141311,89.9573,88.9093,90.1198,0.8278785714285724,88.9723,0.0069126766777095365
2010-03-23,84.81917057211065,0.16485318777869784,1.2664017013855045,2920353672.0,0.006079316607470863,90.5813,89.7849,90.6721,0.8379857142857158,90.0836,-0.004797244399095772
2010-03-24,77.79782773080362,0.11211825174680823,1.2416963282903168,2666078940.0,0.006013915435090648,90.1478,89.1683,90.6001,0.8971214285714291,90.2444,-0.0017342129389523021
2010-03-25,69.44034102899602,0.05292112466961574,1.1957294823805285,2376533305.0,0.00600880195156753,89.9916,89.8855,91.1757,0.8965857142857162,90.7544,-0.00047904831468086577
2010-03-26,68.70120057090078,-0.000126007511534576,1.1426508483214945,2109783303.0,0.005865290714851419,89.9485,89.5973,90.5909,0.9422428571428593,90.1746,0.006333536438912194
2010-03-29,71.29160810888854,-0.0073150003329107705,1.1336331054168909,2284127300.0,0.005870826678700841,90.52,90.0263,90.6721,0.9306642857142882,90.4128,0.0005908550175068418
2010-03-30,69.26501504596226,-0.018425018432562057,1.1179168327090991,2473064056.0,0.005365709544438953,90.5735,90.2002,90.8979,0.932385714285717,90.6289,-0.003312185944591251
2010-03-31,62.50549634623844,-0.05389589469017109,1.0689719827789474,2264288742.0,0.00543460477198944,90.274,89.9666,90.6721,0.9194785714285741,90.2283,0.006615638391475948
2010-04-01,66.63126118067976,-0.04530046882769034,1.0662422914345058,2473240973.0,0.005450887053304273,90.8732,90.3477,91.2407,0.9414214285714319,90.8732,0.008243397588294685
2010-04-05,70.60522989543489,0.00033162656642393706,1.1119572934702262,2610430877.0,0.005568963654043045,91.6254,90.9728,91.6981,0.9471642857142888,91.2407,0.0023786045912598465
2010-04-06,68.14834578441834,0.03270609073676045,1.1525082803247528,2753500625.0,0.005554823415724135,91.8436,91.2597,92.0083,0.9449785714285761,91.3698,-0.005778633448858636
2010-04-07,58.62124319985737,0.007301939857092821,1.1289296144093584,2514269845.0,0.005062733622991707,91.3144,90.8817,92.101,0.9716928571428615,91.6617,0.0034938848890637923
2010-04-08,61.33827731664182,0.0011667904398160456,1.1230861626020356,2719967326.0,0.004897865393970094,91.634,90.7266,91.789,1.0081214285714322,90.9994,0.006715077107753647
2010-04-09,74.29244868164162,0.02643293344034836,1.154960538962655,2892358078.0,0.004910378245378108,92.2514,91.6617,92.2886,0.9583285714285746,91.8265,0.001368148571390101
2010-04-12,72.6485009544486,0.03865520451484028,1.1768466111658569,3035291464.0,0.004903636817185914,92.3777,92.2609,92.616,0.897907142857146,92.3499,0.0009229569684081171
2010-04-13,69.58186775449047,0.03935649047504142,1.1873870197448184,3197467005.0,0.004705529554289477,92.463,91.8168,92.6083,0.8910714285714312,92.2973,0.01127051193655249
2010-04-14,81.03041039267795,0.09414744714980383,1.2657148382070318,3406929674.0,0.004982966001269621,93.511,92.6438,93.511,0.8636571428571459,92.7949,0.0007963805195443124
2010-04-15,83.66651053864175,0.1176274522481171,1.3186017063673745,3594366598.0,0.004983898835344935,93.5855,93.3052,93.8056,0.8072428571428593,93.3329,-0.015989655987519776
2010-04-16,65.8764696337165,0.020491664177122004,1.2265888343406601,3118850958.0,0.006023891058609542,92.101,91.6254,93.576,0.8762785714285732,93.2497,0.0037140096023324906
2010-04-19,64.68450863345612,-0.03059081713626588,1.1678586487432057,3401334749.0,0.00558083316065451,92.4437,91.4052,92.5356,0.9053357142857165,91.8168,0.008875114458304563
2010-04-20,68.4019287773028,-0.01933860387260422,1.1742762110387162,3605741242.0,0.005729297462306026,93.2678,92.4906,93.3232,0.9183214285714294,93.017,-0.0019822824626087375
2010-04-21,69.49166655102081,-0.03394125395366787,1.1511882474692356,3355708974.0,0.005772398124628195,93.0831,92.5893,93.5386,0.9357357142857156,93.3052,0.0029885543319912253
2010-04-22,68.07110801272287,-0.03433965381020454,1.142204934160148,3665723165.0,0.005754612879947865,93.3617,91.9098,93.4927,0.9797500000000008,92.4437,0.006661446142207076
2010-04-23,67.46533276109582,-0.003693331929387478,1.1719279230586181,3895568989.0,0.005808361076791731,93.9857,93.0544,94.0287,0.9904214285714293,93.3052,-0.0036518954526429067
2010-04-26,63.074910993242916,-0.016873046729043217,1.1545299465767016,3709632978.0,0.005885794191253646,93.6431,93.5386,94.2086,0.984807142857143,94.0105,-0.024081168804732045
2010-04-27,50.5862197566547,-0.17712091788200524,0.9500018459532384,3248408127.0,0.007533102812592942,91.415,91.2407,93.6237,1.0693142857142857,93.0735,0.007581535799961905
2010-04-28,52.66119577960138,-0.23415402218085846,0.8344302361091707,3638118719.0,0.007529674291403702,92.1107,91.2504,92.3413,1.0713500000000005,91.8533,0.012289726780142847
2010-04-29,55.26635085090896,-0.19468028589636655,0.8252339009195708,3889271887.0,0.007761075576234515,93.2497,92.6341,93.4371,1.119335714285715,92.6618,-0.017069306479417897
2010-04-30,46.76944190301916,-0.2697488504397587,0.682728123766239,3539321669.0,0.008435635247003583,91.6715,91.6435,93.3521,1.2153357142857146,93.2678,0.012891139673130022
2010-05-03,51.6532187699953,-0.2354385133141743,0.65817883256328,3776182542.0,0.008530474616176755,92.8609,91.9749,93.1023,1.2610000000000008,92.1107,-0.02385297225132839
2010-05-04,39.22610418295395,-0.34942242412384616,0.4568393157226467,3309125730.0,0.009641081160791282,90.6721,90.2097,91.8341,1.3755142857142866,91.8168,-0.006002177292464739
2010-05-05,37.334164040167096,-0.4445260290861158,0.25060420348884804,2882741047.0,0.009622277614509098,90.1295,89.4893,90.8732,1.4386214285714292,89.9313,-0.03365002955910601
2010-05-06,33.64066865245789,-0.6774995074358425,-0.15174415171983924,2043697201.0,0.011382082044895546,87.1471,81.0103,90.274,1.9603071428571437,89.7035,-0.015204433050977803
2010-05-07,29.483901397611845,-0.8767205656649499,-0.5701453513651842,1217352347.0,0.011668880638139588,85.8321,84.405,87.7569,2.1189857142857145,86.9128,0.04324123651937621
2010-05-10,40.45487894350699,-0.7163702952601709,-0.5888876547754478,1730817826.0,0.014254476062794437,89.625,88.6699,89.9916,2.35327142857143,89.3646,-0.002703791421927111
2010-05-11,40.33376351277214,-0.5949186471909864,-0.61616566850401,1318850339.0,0.014208807553436077,89.383,88.6699,90.5564,2.4202142857142865,88.7855,0.013738914180117433
2010-05-12,43.177656588977584,-0.4085042422002797,-0.5318773240633732,1624222447.0,0.014441967254964654,90.6195,89.5705,90.7449,2.4044285714285727,89.7227,-0.012446438977610285
2010-05-13,39.10586041633286,-0.340657287737599,-0.5491946915350923,1320342080.0,0.014609884979665125,89.4986,89.4251,90.7995,2.433007142857144,90.3764,-0.01851931926945908
2010-05-14,36.7845544608723,-0.3831744849788604,-0.6875055100210687,872404551.0,0.014917818497875279,87.8564,87.0947,88.9897,2.5568571428571434,88.8135,0.0005985250973202489
2010-05-17,41.1097361828159,-0.3836054638658605,-0.783837854874534,1294863102.0,0.014817216965809779,87.909,86.2255,88.36,2.5377214285714293,88.1119,-0.013471213219917608
2010-05-18,36.68732796007688,-0.43518623642648735,-0.9442151865417827,827491966.0,0.014960450598567437,86.7327,86.4284,88.8919,2.635764285714287,88.642,-0.005955482290385416
2010-05-19,32.038130657784535,-0.47292826085018635,-1.1001892761780283,315841062.0,0.0149620628969821,86.2177,85.1516,87.0045,2.6733714285714285,86.2255,-0.03845907156117299
2010-05-20,29.513165015647488,-0.6736664093531011,-1.4693440270192184,-371645143.0,0.016336577082304283,82.9648,82.9131,84.7764,2.787371428571429,84.3791,0.014609839488421886
2010-05-21,29.617829905409067,-0.6789950770511477,-1.644421463980052,277587359.0,0.016565663402705644,84.1858,81.2895,84.3791,2.905857142857142,81.7155,-0.013044136252268803
2010-05-24,31.22878815654532,-0.7075644019447562,-1.8498818893598497,-72132338.0,0.01664193114671325,83.0948,83.0249,84.3888,2.813907142857142,83.7379,0.0011498318615586092
2010-05-25,32.420463815406166,-0.6718641470190547,-1.9821476711889119,441781057.0,0.016644075920209934,83.1904,80.5335,83.2219,2.9070857142857136,81.0983,-0.006071980323585998
2010-05-26,37.07721280602642,-0.6344606607907086,-2.103359350158243,-11492831.0,0.016412119177870877,82.6868,82.4402,84.4558,2.3893642857142843,83.6987,0.03309844091539063
2010-05-27,49.03151385039331,-0.38678670371164126,-1.9523820690070863,378467738.0,0.017749581682518018,85.4694,83.9313,85.4954,2.3505571428571415,84.2451,-0.012838676541561542
2010-05-28,33.62958339834607,-0.266580632273933,-1.8988211556378616,-7686113.0,0.017679395673579328,84.3791,83.9772,85.4406,2.160035714285712,85.3727,-0.017010599312618165
2010-06-01,31.320588013043718,-0.2532076720890166,-1.9487501134751994,-367886643.0,0.017815660224282215,82.9559,82.8354,84.8262,2.1674857142857116,83.5983,0.025822195808924236
2010-06-02,34.85543523807422,-0.07760992787376408,-1.7925548512283882,-56504981.0,0.018481422919329183,85.1259,82.9464,85.1353,2.22655714285714,83.3915,0.0035905712891328035
2010-06-03,38.26237552316353,0.07169557114323366,-1.6253254594255822,237216714.0,0.018520436645634637,85.4321,84.5411,85.7028,2.211364285714283,85.3813,-0.03594110221102045
2010-06-04,35.45086460957516,-0.015483692182900466,-1.7163756457974415,-279250580.0,0.019437701590464814,82.4161,82.1435,84.3455,2.274557142857141,83.8003,-0.012528390840173053
2010-06-07,33.428911325992104,-0.11929088233680663,-1.8500055565355495,-622212452.0,0.019385100710150628,81.39,81.3299,83.0249,2.243164285714284,82.7118,0.010622822154671082
2010-06-08,38.448150309615926,-0.10685288416422667,-1.8642807794040266,-158498400.0,0.01958828849543836,82.2592,80.7422,82.4248,2.1873857142857127,81.4484,-0.0053437474796698406
