Date,ATR_14,OBV,Volume,MACD_Histogram,Bollinger_Upper,EMA_20,High,SMA_20,Close,Open,rolling_logvol_30
2010-03-31,0.3334857142857141,-97951886.78102401,82961250.036915,0.0005446301772675244,23.219689506687107,22.59387211198795,22.8369,22.55755,22.5094,22.7882,0.008096318998022033
2010-04-01,0.365535714285714,-195223839.13789,97271952.356866,-0.02700385562174773,23.191344149194766,22.576312863227194,22.7001,22.577935,22.4095,22.5564,0.008004451608277473
2010-04-05,0.3673571428571429,-150558313.095124,44665526.042766,-0.03870896155681111,23.149290645651817,22.56859735244365,22.6109,22.604170000000003,22.4953,22.3562,0.007997110331090839
2010-04-06,0.38455000000000006,-89211001.199172,61347311.895952,-0.04297918233938869,23.098547010635613,22.56501665221092,22.7358,22.630630000000004,22.531,22.3639,0.00750776017523599
2010-04-07,0.38017142857142844,-13329766.835413009,75881234.363759,-0.04292487280339535,23.059683783738418,22.564196018667026,22.7184,22.65172,22.5564,22.4027,0.008033441402540004
2010-04-08,0.4056499999999999,69216094.50848399,82545861.343897,-0.013740257646704154,23.080670306713543,22.6051583026035,23.041,22.68819,22.9943,22.5163,0.008328460459272422
2010-04-09,0.40337857142857125,140450767.703852,71234673.195368,0.024756558432456277,23.195376948906755,22.672809892831737,23.369,22.732655,23.3155,23.0173,0.00834008272546064
2010-04-12,0.4024071428571427,92218736.82076201,48232030.88309,0.04571963531031323,23.286719639669116,22.732827998276335,23.4341,22.77304,23.303,23.2527,0.008124038860008054
2010-04-13,0.3960642857142856,146020846.028865,53802109.208103,0.061541632566832316,23.386727769278103,22.796463427011922,23.4431,22.81762,23.401,23.1893,0.007294521338720465
2010-04-14,0.4115642857142855,235682064.05610502,89661218.02724,0.08508637748071485,23.54910086018274,22.88115262443936,23.8264,22.873365,23.6857,23.6292,0.007280558573206184
2010-04-15,0.3741642857142856,304306902.10474503,68624838.04864,0.09621662688524935,23.693316873802456,22.9612714221118,23.7846,22.9207,23.7224,23.6777,0.007439690070065538
2010-04-16,0.3617500000000002,188889783.86812502,115417118.23662,0.0867524634618389,23.781965000760753,23.019331286672582,23.8087,22.96123,23.5709,23.6292,0.00761154655976729
2010-04-19,0.3788285714285716,272711170.817784,83821386.949659,0.09256045905288812,23.92199916208333,23.099042592703764,24.0165,23.01686,23.8563,23.6457,0.00772719573198455
2010-04-20,0.3807142857142861,340610826.085132,67899655.267348,0.10484070392331346,24.10065430310408,23.194486155303405,24.1624,23.08425,24.1012,23.9867,0.007738292548050763
2010-04-21,0.3625500000000003,270122175.085357,70488650.999775,0.10329389971314085,24.247114384780886,23.2787922357507,24.2061,23.140145,24.0797,24.0719,0.0077185226480060935
2010-04-22,0.34659285714285737,379215719.036627,109093543.95127,0.09702332137181074,24.38315749506443,23.35913583234587,24.2302,23.206855,24.1224,23.8352,0.008224420339520028
2010-04-23,0.3761357142857142,214315958.920037,164899760.11659,0.06417214381546588,24.445902715998173,23.40048480069388,24.2702,23.24333,23.7933,23.9088,0.008238903167158957
2010-04-26,0.36539285714285696,214315958.920037,0.0,0.04460994667131535,24.517268243841563,23.448895772056368,24.0341,23.29897,23.9088,23.8264,0.008469602991587498
2010-04-27,0.370042857142857,124893457.490716,89422501.429321,0.01360476423029433,24.548272254285536,23.47281046043195,24.0165,23.346785,23.7,23.776,0.008468031997671705
2010-04-28,0.3534428571428571,208835353.618775,83941896.128059,-0.006296387497851996,24.583862857762785,23.499457083247954,23.8264,23.390435,23.7526,23.7321,0.008359367378337524
2010-04-29,0.3672571428571426,277173090.758983,68337737.140208,-0.016827211423637745,24.588809065551235,23.530594503891006,24.1547,23.456285,23.8264,23.7933,0.008896341437908378
2010-04-30,0.3817571428571426,194919106.859397,82253983.899586,-0.04861051100215186,24.529005477033273,23.524433122568055,23.8875,23.509105,23.4659,23.8631,0.009056745238651921
2010-05-03,0.3902071428571424,252151413.52752998,57232306.668133,-0.053053421756035224,24.473991341902256,23.542553777561572,23.871,23.570075,23.7147,23.5709,0.01016129944936068
2010-05-04,0.4206714285714282,145391050.81326,106760362.71427,-0.09151970049653535,24.38981493942758,23.505767703508088,23.4806,23.60134,23.1563,23.4431,0.010185795439221991
2010-05-05,0.4317714285714282,58622349.670101985,86768701.143158,-0.127196650655371,24.314892367881704,23.451970779364462,23.1264,23.620565,22.9409,22.8369,0.01145445534801818
2010-05-06,0.5187142857142852,-108586969.56111802,167209319.23122,-0.18779797263353828,24.465420213323902,23.339754514663085,22.9618,23.584535000000002,22.2737,22.7184,0.012147632044046442
2010-05-07,0.578142857142857,-334626966.693798,226039997.13268,-0.25570681340871204,24.72587212636666,23.181711227552313,22.2494,23.502775,21.6803,22.2068,0.012997251131730203
2010-05-10,0.6258642857142854,-221902458.354838,112724508.33896,-0.25049054311365715,24.795554190368154,23.09198634873781,22.6545,23.449605,22.2396,22.2649,0.01299650765924338
2010-05-11,0.6705928571428567,-304884189.411384,82981731.056546,-0.23780413750090257,24.84801214437089,23.006378125048492,22.7882,23.38921,22.1931,22.0474,0.013453173545974485
2010-05-12,0.6748142857142854,-243605618.23133397,61278571.18005,-0.19008569993197053,24.82642349437233,22.969970684567684,22.7358,23.33613,22.6241,22.3048,0.013173037471970404
2010-05-13,0.653842857142857,-302519896.83924794,58914278.607914,-0.1597093240751836,24.800163357253776,22.922516333656475,22.8456,23.273595,22.4717,22.4953,0.0132948356509747
2010-05-14,0.6645857142857141,-384908398.2055119,82388501.366264,-0.14702141383998513,24.794545517530594,22.85672430187967,22.4486,23.206635,22.2317,22.4184,0.013273136968216286
2010-05-17,0.6797857142857142,-324985847.2505319,59922550.95498,-0.12992992199226172,24.738861178726918,22.79795055884351,22.4649,23.1258,22.2396,22.4349,0.013428963538464291
2010-05-18,0.69205,-393500814.6752439,68514967.424712,-0.1278387479726013,24.64180189041299,22.719917172286983,22.2892,23.019669999999998,21.9786,22.1803,0.013592415956692371
2010-05-19,0.6994500000000003,-473822065.7104559,80321251.035212,-0.13584841875566378,24.54400017366021,22.623144108259652,22.0474,22.900875,21.7038,21.921,0.014831929957854258
2010-05-20,0.7348142857142861,-588207517.0788559,114385451.3684,-0.18731623534837893,24.516944780622943,22.452920859853972,21.397,22.736545,20.8358,21.225,0.014517840894395846
2010-05-21,0.7427785714285721,-741213727.5720458,153006210.49319,-0.2208419757716874,24.518899087438513,22.279004587486927,20.8358,22.578219999999998,20.6268,20.4199,0.01483873750345691
2010-05-24,0.7147857142857149,-837041067.2187248,95827339.646679,-0.25541157955204585,24.501506663220567,22.080032722011982,20.6415,22.39227,20.1898,20.6037,0.01474968991919547
2010-05-25,0.7430142857142863,-964783393.6539749,127742326.43525,-0.2703275080200114,24.471391450869678,21.885124843725126,20.2376,22.208945,20.0335,19.7141,0.01579111047995008
2010-05-26,0.7470000000000004,-1194344820.2879648,229561426.63399,-0.3134741952943795,24.488634821138078,21.631293906227494,20.4405,21.98231,19.2199,20.1666,0.017829808466905277
2010-05-27,0.7300857142857146,-1016999781.5188448,177345038.76912,-0.2707177729827779,24.290493275586684,21.474313534205827,20.2607,21.79014,19.983,19.7804,0.017833309362677255
2010-05-28,0.6854785714285716,-1104822347.3427029,87822565.823858,-0.23429599409919333,24.124490241295256,21.317578911900508,20.0716,21.608275,19.8286,19.8443,0.017605994299098374
2010-06-01,0.669314285714286,-1005772587.4870188,99049759.855684,-0.188943917467297,23.838127339654797,21.182371396481415,20.2229,21.417435,19.8979,19.65,0.018098042770481854
2010-06-02,0.6718857142857146,-920848666.2722268,84923921.214792,-0.11630961169415888,23.597073222385703,21.101907453959377,20.3531,21.276495,20.3375,20.021,0.018465052153421306
2010-06-03,0.6707857142857147,-832630694.3180218,88217971.954205,-0.038771525652637195,23.359502933776565,21.058059125010864,20.6998,21.161525,20.6415,20.3969,0.019507159602896552
2010-06-04,0.7056142857142861,-949099594.8387117,116468900.52069,-0.03389911455014005,23.249250552536804,20.940243970247923,20.4199,21.03889,19.821,20.0637,0.01961053363987475
2010-06-07,0.6951428571428576,-1053621362.6430117,104521767.8043,-0.04692579620898285,23.225970384045265,20.79703025879574,19.8521,20.9267,19.4365,19.8443,0.019488100673597353
2010-06-08,0.6970142857142859,-1167102433.8944116,113481071.2514,-0.054707830654164846,23.101534430372155,20.654227377005668,19.4132,20.7796,19.2976,19.3918,0.01951474948165172
2010-06-09,0.6905142857142857,-1280529839.6632416,113427405.76883,-0.0656133463377544,22.96692724718452,20.501434293481317,19.6161,20.62244,19.0499,19.3831,0.019652683435287695
2010-06-10,0.6452357142857144,-1178849728.6256316,101680111.03761,-0.05160288967604909,22.676553743453656,20.37863102743548,19.3297,20.451835,19.212,19.3141,0.02049893496926233
2010-06-11,0.6608285714285714,-1090372661.0109835,88477067.614648,-0.00039663864074968025,22.344870187417577,20.316085215298767,19.7665,20.314345,19.7219,19.2518,0.020429261153545195
2010-06-14,0.655092857142857,-1156625645.1838164,66252984.172833,0.03108789459983108,22.022227715283023,20.24783900431793,19.9541,20.182735,19.5995,19.8979,0.02200194781945975
2010-06-15,0.6654928571428572,-1050411011.4775565,106214633.70626,0.10908478213628947,21.66402057826359,20.264863861049555,20.4782,20.092085,20.4266,19.8044,0.021733467768864857
2010-06-16,0.5728857142857144,-1113673041.7562945,63262030.278738,0.14662465368618616,21.30609762441864,20.261629207616263,20.4266,20.004700000000003,20.2309,20.3677,0.02174319061767131
2010-06-17,0.5329571428571429,-1051225859.8682425,62447181.888052,0.17133598712635845,20.97149351768504,20.262197854509953,20.494,19.93289,20.2676,20.4494,0.02123440876663588
2010-06-18,0.5279500000000004,-983465896.1331745,67759963.735068,0.18727160629548223,20.87436305358458,20.26762663027091,20.3899,19.90706,20.3192,20.2607,0.020961854702596035
2010-06-21,0.5395785714285718,-1054527427.6269286,71061531.493754,0.16923272456039062,20.779587068570642,20.23684314167368,20.6675,19.87294,19.9444,20.5572,0.020280205529964783
2010-06-22,0.5361857142857147,-1127278946.5366936,72751518.909765,0.14544358369523946,20.748263482744424,20.195658080561902,20.3289,19.85367,19.8044,20.1103,0.02043959288316264
2010-06-23,0.5379142857142861,-1207172221.8108575,79893275.274164,0.10535355484248288,20.732315029880567,20.124747787175053,19.8113,19.824550000000002,19.4511,19.7888,0.019989149096306284
2010-06-24,0.5133642857142863,-1318045594.8952475,110873373.08439,0.06419588590352332,20.73303402842797,20.037819426491716,19.7665,19.824155,19.212,19.5656,0.020140468586746646
2010-06-25,0.5249285714285717,-1514567473.6213975,196521878.72615,0.01660090522892166,20.77086718728683,19.924789004921074,19.2976,19.767555,18.851,19.2288,0.02012841375956722
2010-06-28,0.5167571428571434,-1610475684.8197105,95908211.198313,-0.020305932031469243,20.82379498354276,19.80644719492859,18.914,19.710235,18.6822,18.8286,0.02114467823244516
2010-06-29,0.5400714285714293,-1766148376.3852506,155672691.56554,-0.08685515646467068,20.97890766059482,19.626109366840154,18.5995,19.610985,17.9129,18.5237,0.021153565973773037
2010-06-30,0.5596928571428579,-1871521259.4433405,105372883.05809,-0.13382277213227256,21.049244785789877,19.441127522379187,18.2013,19.4783,17.6838,17.8691,0.02127224560566166
2010-07-01,0.5396571428571436,-1751538068.4784305,119983190.96491,-0.14387319043685476,20.977024535293054,19.284591567866883,17.9218,19.3361,17.7975,17.7451,0.02035440041146396
2010-07-02,0.5359000000000008,-1670236683.1973386,81301385.281092,-0.13167845298924719,20.984996865449364,19.151182847117656,18.0439,19.239240000000002,17.8838,17.9129,0.0209801793168431
2010-07-06,0.518228571428572,-1574507452.0322256,95729231.165113,-0.08435433132842873,20.974114370842376,19.070822575963593,18.5151,19.182785000000003,18.3074,18.2285,0.021149236914833135
2010-07-07,0.5378714285714291,-1467944406.1819756,106563045.85025,-0.020918801823138544,20.95617789669568,19.03305852110992,18.6888,19.15162,18.6743,18.3074,0.021165607514874347
2010-07-08,0.5391857142857148,-1401900249.7273076,66044156.454668,0.03142371065749583,20.949765382316652,19.0071005667185,18.9227,19.13715,18.7605,18.6743,0.01984465656780465
2010-07-09,0.5336214285714289,-1471905495.3165915,70005245.589284,0.06150233440994002,20.93415874045875,18.973176703221498,18.7605,19.109095,18.6509,18.7605,0.018919733276624464
2010-07-12,0.5128500000000003,-1407028881.5950005,64876613.721591,0.11028801210889538,20.879120893193527,18.983350350533737,19.1297,19.076999999999998,19.08,18.784,0.01904397489051626
2010-07-13,0.5009214285714287,-1326781153.9907894,80247727.604211,0.15554566983316498,20.851903648834746,19.01485031714957,19.4442,19.06273,19.3141,19.3218,0.019175283244613525
2010-07-14,0.4971928571428573,-1232138370.5253835,94642783.465406,0.19586503173856185,20.707308963296416,19.065645525040086,19.6823,19.01881,19.5482,19.6073,0.018718014678329665
2010-07-15,0.4873428571428572,-1158083230.1333306,74055140.392053,0.2193610507248639,20.603348906115603,19.117231665512456,19.6656,18.987630000000003,19.6073,19.5909,0.018937506776928934
2010-07-16,0.4851500000000001,-1242720650.8537517,84637420.720421,0.19632991577347841,20.43281922817323,19.11841912593984,19.7064,18.930735000000002,19.1297,19.6073,0.01773079638249519
2010-07-19,0.48077142857142846,-1194011632.7084246,48709018.145327,0.1921022426004268,20.257717657243706,19.144455399659854,19.4442,18.884365,19.3918,19.1752,0.017462076828520547
2010-07-20,0.45758571428571415,-1134823778.4714475,59187854.236977,0.194861888468793,20.18936912898051,19.18613583778749,19.5821,18.86625,19.5821,19.1131,0.017611134336175498
2010-07-21,0.45418571428571397,-1229813129.5841296,94989351.112682,0.17166684258319254,20.107642835549065,19.197580043712488,19.7141,18.841344999999997,19.3063,19.6734,0.018164932619604286
2010-07-22,0.4694428571428568,-1135163198.8226895,94649930.76144,0.18595892827695473,20.181591265328535,19.26065813478749,19.9743,18.861784999999998,19.8599,19.5995,0.018120580446643483
2010-07-23,0.4883142857142853,-1276338293.4860895,141175094.6634,0.18573861348090015,20.27571374363697,19.315481169569637,19.9978,18.893,19.8363,19.8521,0.017600055259320103
2010-07-26,0.46507857142857084,-1188872357.1369205,87465936.349169,0.19159469410849655,20.430255009400685,19.38609248675348,20.1346,18.953295,20.0569,19.8979,0.017555392170721856
2010-07-27,0.44148571428571365,-1109945703.1877055,78926653.949215,0.1893539637798805,20.58084516982627,19.454331297538864,20.1666,19.024315,20.1026,20.0569,0.01585916469613697
2010-07-28,0.4253142857142852,-1200981381.2578096,91035678.070104,0.16871177435341525,20.641645694660312,19.50100450729707,20.1259,19.12589,19.9444,20.0404,0.015784205507259952
2010-07-29,0.45536428571428517,-1110642715.9418497,90338665.31596,0.15117125405640483,20.643913546866592,19.548965982792588,20.2958,19.24193,20.0046,20.0869,0.01584622590824406
2010-07-30,0.45841428571428516,-1219309180.1187496,108666464.1769,0.12156741688959076,20.591643787022058,19.576331127288533,19.8599,19.343870000000003,19.8363,19.7665,0.016285754788557472
2010-08-02,0.46716428571428537,-1147865418.6481717,71443761.470578,0.12202787305326457,20.565180114656346,19.639309115165815,20.2755,19.46156,20.2376,19.9655,0.015961354995852488
2010-08-03,0.4613071428571424,-1221637336.6212556,73771917.973084,0.10680436864956996,20.5463711515021,19.683432056578596,20.2539,19.551319999999997,20.1026,20.1898,0.016200816609078177
2010-08-04,0.4720428571428566,-1323763186.6132855,102125849.99203,0.06997550145751752,20.515134733720792,19.69209567023778,20.1666,19.606325000000002,19.7744,20.1026,0.016068357969394955
2010-08-05,0.4587857142857139,-1408198456.2611015,84435269.647816,0.02459236344418292,20.462978427840152,19.67347703497704,19.6579,19.64313,19.4966,19.5995,0.015940830902326314
2010-08-06,0.46585714285714247,-1335373052.4360554,72825403.825046,0.002750639299817323,20.366661833220682,19.669841126883988,19.6423,19.692349999999998,19.6353,19.3529,0.015501766726176468
2010-08-09,0.442971428571428,-1261113252.2086973,74259800.227358,-0.009049152468513469,20.332348223594025,19.67102768622837,19.7744,19.722465,19.6823,19.6353,0.015941338736147812
2010-08-10,0.4461142857142854,-1374619621.1805272,113506368.97183,-0.04332284562362079,20.336799974211168,19.632691716111385,19.4752,19.720185,19.2685,19.4674,0.013855264334081876
2010-08-11,0.42642142857142823,-1474337436.9427202,99717815.762193,-0.07378823129878075,20.36997776441555,19.58247345743411,19.1383,19.698045,19.1054,18.9607,0.013938107943878767
2010-08-12,0.41157857142857096,-1565698772.1847873,91361335.242067,-0.10779144795100935,20.436528577343875,19.510028366249905,18.9702,19.65877,18.8218,18.9702,0.013950927044848292
2010-08-13,0.4135785714285711,-1624572258.6819513,58873486.497164,-0.12822483688298475,20.48667826841062,19.438006617083246,18.9607,19.639975,18.7538,18.7052,0.013945253999398142
2010-08-16,0.41552142857142854,-1571311780.6301403,53260478.051811,-0.1296763559451358,20.527891802744566,19.379967891646746,18.914,19.611815,18.8286,18.7052,0.013403950850570513
2010-08-17,0.42129285714285686,-1502580253.2252152,68731527.404925,-0.11315345789372155,20.539441782432796,19.34309475910896,19.1832,19.582349999999998,18.9928,18.9839,0.01295065189896383
2010-08-18,0.40645714285714263,-1442759406.0270822,59820847.198133,-0.0914419752065398,20.547525842146182,19.317209543955727,19.1752,19.570600000000002,19.0713,18.9702,0.013245373947370137
2010-08-19,0.4024142857142855,-1513062734.0258942,70303327.998812,-0.09075262665442997,20.54385919418347,19.26642768262661,19.0131,19.516804999999998,18.784,18.8898,0.013303304714802284
2010-08-20,0.380828571428571,-1577491510.948394,64428776.9225,-0.09534051862013238,20.545774956986016,19.204653617614554,18.7538,19.45588,18.6178,18.6822,0.012599292881911483
2010-08-23,0.3827214285714283,-1510227996.954013,67263513.994381,-0.08951058519225119,20.49271179105131,19.152734225460787,18.9383,19.38601,18.6595,18.7908,0.012463979673937798
2010-08-24,0.3578142857142857,-1596718753.760647,86490756.806634,-0.09174555410149904,20.428789988378508,19.08810239446452,18.713,19.304585,18.4741,18.5237,0.0122284599212646
2010-08-25,0.34865714285714283,-1535100134.00881,61618619.751837,-0.08371202911603082,20.36703310785378,19.0343497854679,18.613,19.23355,18.5237,18.4373,0.012324794554538807
2010-08-26,0.3410357142857143,-1598939758.495352,63839624.486542,-0.08644186190721406,20.29319036150019,18.965116472566194,18.5916,19.14869,18.3074,18.5151,0.011630414925870483
2010-08-27,0.3493499999999999,-1519682516.357832,79257242.13752,-0.07645806591771082,20.220657716831482,18.910410141845606,18.4606,19.07641,18.3907,18.3074,0.011440604572581321
2010-08-30,0.32734999999999964,-1578767605.042255,59085088.684423,-0.07836377722656052,20.04717813254294,18.83973298547936,18.3074,18.972945000000003,18.1683,18.246,0.011247053503470043
2010-08-31,0.32208571428571403,-1664735545.382978,85967940.340723,-0.081501669435048,19.881756315284328,18.76347270114799,18.2422,18.869765,18.039,18.1247,0.011647070252288666
2010-09-01,0.32094285714285703,-1580044136.8307579,84691408.55222,-0.055865035278113484,19.739706968238956,18.7257324438958,18.4065,18.799405,18.3672,18.1897,0.010214686050182087
2010-09-02,0.3102928571428572,-1516567852.450167,63476284.380591,-0.03234437331454659,19.64058464656182,18.694586496858108,18.4065,18.74451,18.3987,18.3421,0.01067198335628255
2010-09-03,0.32117857142857126,-1433125216.5773299,83442635.872837,0.0037006802045233544,19.488044729040887,18.69180683049067,18.7908,18.696015000000003,18.6654,18.5995,0.010575534868564768
2010-09-07,0.3166714285714285,-1500635971.401512,67510754.824182,0.012684926354065762,19.28245351948511,18.6654252275868,18.6743,18.632640000000002,18.4148,18.6654,0.010535825406277973
2010-09-08,0.31229999999999997,-1585633080.3097658,84997108.908254,0.01866280301206602,19.173001933762844,18.63926092019758,18.5995,18.58875,18.3907,18.4829,0.010552680211289188
2010-09-09,0.2945000000000001,-1525816216.6478088,59816863.661957,0.027773886333727238,19.089546885230266,18.621312261131145,18.6064,18.556019999999997,18.4508,18.5995,0.010523034493072918
2010-09-10,0.29435714285714304,-1601631186.1025338,75814969.454725,0.02666754066342003,19.058722054736457,18.593425379118653,18.4673,18.531354999999998,18.3285,18.4373,0.014413301775616895
2010-09-13,0.35060714285714284,-1452538382.8046138,149092803.29792,0.08880492248476238,19.181596024268853,18.6604896287264,19.4365,18.558545000000002,19.2976,18.5916,0.013862531252087005
2010-09-14,0.35658571428571434,-1565880670.8688538,113342288.06424,0.12138392335073181,19.262961070833317,18.715357283133407,19.4831,18.578944999999997,19.2366,19.2616,0.013856719231938416
2010-09-15,0.3537499999999998,-1492925559.0688398,72955111.800014,0.14123755508622166,19.328740264733515,18.770808970454034,19.3831,18.594185,19.2976,19.2685,0.013672963062153657
2010-09-16,0.3493214285714285,-1435103322.4130907,57822236.655749,0.15869586466585656,19.420540194607504,18.837150973267935,19.4966,18.613989999999998,19.4674,19.2745,0.01345136475046628
2010-09-17,0.3459857142857144,-1526557289.2894168,91453966.876326,0.15715987093412703,19.518698021324386,18.88914611867099,19.622,18.643945,19.3831,19.5247,0.013469943070632186
2010-09-20,0.3506928571428575,-1461716902.2659929,64840387.023424,0.15878908420928642,19.651727355860476,18.95106553594042,19.6161,18.69002,19.5393,19.4065,0.013597985609936367
2010-09-21,0.3468500000000004,-1530249575.2113688,68532672.945376,0.13861036799693888,19.726576471295974,18.98712596108895,19.5327,18.72353,19.3297,19.5247,0.013624030123688775
2010-09-22,0.36401428571428596,-1652861191.5017889,122611616.29042,0.09235192413974241,19.744827225766265,18.98016158384238,19.1909,18.745525,18.914,19.1452,0.01360294661647648
2010-09-23,0.3645285714285715,-1712917362.9068978,60056171.405109,0.04963277870361158,19.751963817844985,18.96064143300025,18.8987,18.7581,18.7752,18.8218,0.013560236618803343
2010-09-24,0.35664285714285704,-1645354999.2500288,67562363.656869,0.03647902274240156,19.77166772667693,18.967399391762132,19.0569,18.794310000000003,19.0316,18.9463,0.013542984967979656
2010-09-27,0.35778571428571404,-1702194070.7532368,56839071.503208,0.024612878108751967,19.787769079239638,18.971294687784784,19.2062,18.82519,19.0083,19.0967,0.013533262441777794
2010-09-28,0.36291428571428547,-1775077291.4657948,72883220.712558,0.013175227067225632,19.778177919932844,18.97119043180528,19.1383,18.865285,18.9702,19.0967,0.013507885002983723
2010-09-29,0.36296428571428535,-1832690601.535884,57613310.070089,-0.004029429137324486,19.731419580125497,18.957610390680966,18.953,18.904765,18.8286,18.9383,0.013482141740993775
2010-09-30,0.3755071428571422,-1912112495.1288369,79421893.592953,-0.01533503097832252,19.716034426575177,18.94467606775897,19.08,18.927495,18.8218,18.8987,0.013216646150384525
2010-10-01,0.324721428571428,-1993590158.0649168,81477662.93608,-0.02714022524485108,19.698952090707664,18.92512596606764,19.0713,18.94453,18.7394,19.0316,0.01360639415739819
